question,true_router,predicted_router,router_correct,ground_disciplines,predicted_disciplines,discipline_exact_match,discipline_correct_count,is_verified,verification_step,verification_note,response_time,context_tokens,answer_tokens,faithfulness,relevancy,correctness,faithfulness_rationale,relevancy_rationale,correctness_rationale,answer,error
Что изучается в курсе Алгоритмы и структуры данных в языке Python?,single.global,irrelevant,False,Алгоритмы и структуры данных в языке Python,,False,0,False,,,14.268,0,0,,,,,,,,
Какие инструменты и методы применяются в математическом и имитационном моделировании?,clarify,irrelevant,False,,,True,0,False,,,21.116,0,0,,,,,,,,
Какие вопросы для подготовки к экзамену после 1 семестра по курсу алгоритмы и структура данных в питоне?,single.global,irrelevant,False,Алгоритмы и структуры данных в языке Python,,False,0,False,,,17.491,0,0,,,,,,,,
Какие примерные вопросы для подготовки к контрольной работе по предмету алгоритмы и структура данных в Python для 1 семестра?,single.global,irrelevant,False,Алгоритмы и структуры данных в языке Python,,False,0,False,,,18.561,0,0,,,,,,,,
Какие дополнительные учебные материалы и интернет-ресурсы рекомендуется использовать для успешного освоения дисциплины технологии обработки данных?,single.global,irrelevant,False,Технологии обработки данных,,False,0,False,,,17.014,0,0,,,,,,,,
Перечисли все основные темы для изучения по курсу технологии обработки данных,single.global,irrelevant,False,Технологии обработки данных,,False,0,False,,,13.572,0,0,,,,,,,,
Какие вопросы выносятся на самостоятельное изучение по дисциплине обработки данных?,single.global,irrelevant,False,Технологии обработки данных,,False,0,False,,,14.381,0,0,,,,,,,,
Какие основные вопросы включены в перечень подготовки к экзамену по курсу технологии обработки данных?,single.global,irrelevant,False,Технологии обработки данных,,False,0,False,,,14.728,0,0,,,,,,,,
Какие основные вопросы включаются в перечень подготовки к контрольной работе по дисциплине «Глубокое обучение»?,single.global,irrelevant,False,Глубокое обучение,,False,0,False,,,17.394,0,0,,,,,,,,
Какие результаты обучения будут после курса семантических технологий?,single.global,irrelevant,False,Семантические технологии,,False,0,False,,,19.215,0,0,,,,,,,,
В чём заключаются ключевые различия в подходах к обработке данных в дисциплинах технологии обработки данных и технологии обработки больших данных?,multi.relation,irrelevant,False,Технологии обработки данных; Технологии обработки больших данных,,False,0,False,,,13.18,0,0,,,,,,,,
Какие общие темы и пересечения существуют между дисциплинами технологии обработки данных и технологии обработки больших данных?,multi.relation,irrelevant,False,Технологии обработки данных; Технологии обработки больших данных,,False,0,False,,,7.446,0,0,,,,,,,,
Какие пересечения существуют в вопросах для подготовки к экзамену по дисциплинам технологии обработки данных и технологии обработки больших данных?,multi.relation,irrelevant,False,Технологии обработки данных; Технологии обработки больших данных,,False,0,False,,,13.085,0,0,,,,,,,,
Как соотносятся и в чём различаются методы анализа текста в дисциплинах обработка текстов на естественных языках и семантические технологии?,multi.relation,irrelevant,False,Обработка текстов на естественных языках; Семантические технологии,,False,0,False,,,14.105,0,0,,,,,,,,
Чем отличаются подходы к представлению знаний в предметах обработка текстов на естественных языках и семантические технологии?,multi.relation,irrelevant,False,Обработка текстов на естественных языках; Семантические технологии,,False,0,False,,,14.611,0,0,,,,,,,,
Какие методы извлечения информации из текста используются в курсах обработка текстов на естественных языках и семантические технологии и как они различаются?,multi.relation,irrelevant,False,Обработка текстов на естественных языках; Семантические технологии,,False,0,False,,,18.314,0,0,,,,,,,,
В чём различие использования графов в дисциплинах прикладная теория графов и технологии и алгоритмы анализа сетевых моделей?,multi.relation,irrelevant,False,Прикладная теория графов; Технологии и алгоритмы анализа сетевых моделей,,False,0,False,,,11.978,0,0,,,,,,,,
Как соотносятся задачи оптимизации на графах в дисциплинах прикладная теория графов и технологии анализа сетевых моделей?,multi.relation,irrelevant,False,Прикладная теория графов; Технологии и алгоритмы анализа сетевых моделей,,False,0,False,,,19.002,0,0,,,,,,,,
Как различается подход к изучению графов большой размерности и динамических графов в дисциплинах прикладная теория графов и технологии и алгоритмы сетевых моделей?,multi.relation,irrelevant,False,Прикладная теория графов; Технологии и алгоритмы анализа сетевых моделей,,False,0,False,,,8.596,0,0,,,,,,,,
"Насколько пересекаются темы дисциплин глубокое обучение и машинное зрение, и являются ли они самостоятельными областями или одна из них является частью другой?",multi.relation,irrelevant,False,Глубокое обучение; Машинное зрение,,False,0,False,,,14.071,0,0,,,,,,,,
В каких темах наблюдается пересечение глубокого обучения и машинного зрения?,multi.relation,irrelevant,False,Глубокое обучение; Машинное зрение,,False,0,False,,,13.467,0,0,,,,,,,,
"В какой степени пересекаются компетенции и индикаторы достижения результатов в предметах глубокое обучение и машинное зрение, если рассматривать их контрольные задания и формируемые навыки?",multi.relation,irrelevant,False,Глубокое обучение; Машинное зрение,,False,0,False,,,14.076,0,0,,,,,,,,
Какие дисциплины включают использование сверточных нейронных сетей и их архитектур?,multi.global.semantic,irrelevant,False,,,True,0,False,,,18.796,0,0,,,,,,,,
Какие дисциплины используют PyTorch или аналогичные фреймворки?,multi.global.semantic,irrelevant,False,,,True,0,False,,,19.507,0,0,,,,,,,,
"Какие дисциплины включают задачи классификации, детекции или сегментации объектов?",multi.global.semantic,irrelevant,False,,,True,0,False,,,17.207,0,0,,,,,,,,
В каких темах встречаются графовые модели и их применение в реальных системах?,multi.global.semantic,irrelevant,False,,,True,0,False,,,17.09,0,0,,,,,,,,
"В каких курсах рассматриваются генеративные модели (GAN, VAE или аналогичные архитектуры)?",multi.global.semantic,irrelevant,False,,,True,0,False,,,15.636,0,0,,,,,,,,
Изучается ли тема о векторном представлении узлов графа?,clarify,irrelevant,False,,,True,0,False,,,13.633,0,0,,,,,,,,
Какие основные вопросы включены в перечень подготовки к экзамену?,clarify,irrelevant,False,,,True,0,False,,,12.789,0,0,,,,,,,,
Какие основные темы для изучения по курсу?,clarify,irrelevant,False,,,True,0,False,,,8.369,0,0,,,,,,,,
Как работает градиентный спуск в машинном обучении?,irrelevant,irrelevant,True,,,True,0,False,,,18.401,0,0,,,,,,,,
Что такое нейронная сеть и как она обучается?,irrelevant,irrelevant,True,,,True,0,False,,,18.061,0,0,,,,,,,,
Для чего используется библиотека NumPy?,irrelevant,irrelevant,True,,,True,0,False,,,18.302,0,0,,,,,,,,
Что такое DataFrame в Pandas?,irrelevant,irrelevant,True,,,True,0,False,,,14.664,0,0,,,,,,,,
Сколько часов лекций по дисциплине анализ данных?,clarify,irrelevant,False,,,True,0,False,,,14.214,0,0,,,,,,,,
Сколько тем в курсе искусственный интеллект?,clarify,clarify,True,,,True,0,False,,,3.59,0,0,,,,,,,,
"Какие общие темы есть у курсов анализ данных, введение в машинное обучение и искусственный интеллект?",clarify,irrelevant,False,,,True,0,False,,,13.569,0,0,,,,,,,,
Сколько часов лабораторных занятий предусмотрено по дисциплине глубокое обучение?,single.simple,irrelevant,False,Глубокое обучение,,False,0,False,,,9.225,0,0,,,,,,,,
Сколько лекционных часов отведено на курс машинное зрение?,single.simple,irrelevant,False,Машинное зрение,,False,0,False,,,14.862,0,0,,,,,,,,
Какая форма контроля предусмотрена по дисциплине семантические технологии?,single.simple,irrelevant,False,Семантические технологии,,False,0,False,,,15.092,0,0,,,,,,,,
Сколько тем включает дисциплина глубокое обучение?,single.simple,irrelevant,False,Глубокое обучение,,False,0,False,,,19.086,0,0,,,,,,,,
Какова общая трудоемкость курса машинное зрение?,single.simple,irrelevant,False,Машинное зрение,,False,0,False,,,19.027,0,0,,,,,,,,
Сколько часов самостоятельной работы предусмотрено по дисциплине прикладная теория графов?,single.simple,irrelevant,False,Прикладная теория графов,,False,0,False,,,14.822,0,0,,,,,,,,
Сколько семинаров проводится в курсе технологии обработки данных?,single.simple,irrelevant,False,Технологии обработки данных,,False,0,False,,,13.222,0,0,,,,,,,,
Какая промежуточная аттестация предусмотрена по курсу рекомендательные системы и коллаборативная фильтрация?,single.simple,irrelevant,False,Рекомендательные системы и коллаборативная фильтрация,,False,0,False,,,21.012,0,0,,,,,,,,
Сколько часов практических занятий включает дисциплина обработка текстов на естественных языках?,single.simple,irrelevant,False,Обработка текстов на естественных языках,,False,0,False,,,13.287,0,0,,,,,,,,
Сколько разделов изучается в курсе фундаментальные и генеративные модели?,single.simple,irrelevant,False,Фундаментальные и генеративные модели,,False,0,False,,,21.134,0,0,,,,,,,,
Какие навыки формируются после изучения дисциплины машинное зрение?,single.global,irrelevant,False,Машинное зрение,,False,0,False,,,14.105,0,0,,,,,,,,
Что входит в содержание курса рекомендательные системы и коллаборативная фильтрация?,single.global,irrelevant,False,Рекомендательные системы и коллаборативная фильтрация,,False,0,False,,,15.363,0,0,,,,,,,,
Какие темы рассматриваются в дисциплине прикладная теория графов?,single.global,single.simple,False,Прикладная теория графов,Прикладная теория графов,True,1,False,,,23.14,0,0,,,,,,,,
Какие технологии изучаются в курсе технологии обработки больших данных?,single.global,irrelevant,False,Технологии обработки больших данных,,False,0,False,,,17.384,0,0,,,,,,,,
Какие вопросы вынесены на экзамен по дисциплине глубокое обучение?,single.global,irrelevant,False,Глубокое обучение,,False,0,False,,,14.414,0,0,,,,,,,,
Какие темы необходимо изучить самостоятельно по курсу машинное зрение?,single.global,irrelevant,False,Машинное зрение,,False,0,False,,,12.2,0,0,,,,,,,,
Какие дополнительные источники рекомендуются для дисциплины обработка текстов на естественных языках?,single.global,irrelevant,False,Обработка текстов на естественных языках,,False,0,False,,,17.128,0,0,,,,,,,,
Что изучается в рамках курса технологии и алгоритмы анализа сетевых моделей?,single.global,irrelevant,False,Технологии и алгоритмы анализа сетевых моделей,,False,0,False,,,13.532,0,0,,,,,,,,
Какие результаты обучения достигаются после освоения курса фундаментальные и генеративные модели?,single.global,irrelevant,False,Фундаментальные и генеративные модели,,False,0,False,,,21.446,0,0,,,,,,,,
Какие основные понятия изучаются в дисциплине семантические технологии?,single.global,irrelevant,False,Семантические технологии,,False,0,False,,,19.894,0,0,,,,,,,,
Чем отличаются подходы к анализу изображений в дисциплинах машинное зрение и глубокое обучение?,multi.relation,irrelevant,False,Машинное зрение; Глубокое обучение,,False,0,False,,,20.263,0,0,,,,,,,,
Какие общие темы есть у дисциплин обработка текстов на естественных языках и глубокое обучение?,multi.relation,irrelevant,False,Обработка текстов на естественных языках; Глубокое обучение,,False,0,False,,,6.918,0,0,,,,,,,,
Как связаны методы анализа графов в курсах прикладная теория графов и технологии и алгоритмы анализа сетевых моделей?,multi.relation,irrelevant,False,Прикладная теория графов; Технологии и алгоритмы анализа сетевых моделей,,False,0,False,,,15.899,0,0,,,,,,,,
В чем различие рекомендательных алгоритмов в курсах рекомендательные системы и коллаборативная фильтрация и машинное обучение в семантическом и сетевом анализе?,multi.relation,irrelevant,False,Рекомендательные системы и коллаборативная фильтрация; Машинное обучение в семантическом и сетевом анализе,,False,0,False,,,15.625,0,0,,,,,,,,
Как различаются способы представления данных в дисциплинах технологии обработки данных и технологии обработки больших данных?,multi.relation,irrelevant,False,Технологии обработки данных; Технологии обработки больших данных,,False,0,False,,,11.911,0,0,,,,,,,,
Какие пересечения есть между курсами фундаментальные и генеративные модели и глубокое обучение?,multi.relation,irrelevant,False,Фундаментальные и генеративные модели; Глубокое обучение,,False,0,False,,,17.486,0,0,,,,,,,,
Как отличаются задачи классификации текста в дисциплинах обработка текстов на естественных языках и семантические технологии?,multi.relation,irrelevant,False,Обработка текстов на естественных языках; Семантические технологии,,False,0,False,,,18.89,0,0,,,,,,,,
Какие общие методы используются в курсах глубокое обучение и машинное зрение?,multi.relation,irrelevant,False,Глубокое обучение; Машинное зрение,,False,0,False,,,18.922,0,0,,,,,,,,
Как соотносятся задачи обработки графов в дисциплинах прикладные задачи машинного обучения и технологии и алгоритмы анализа сетевых моделей?,multi.relation,irrelevant,False,Прикладные задачи машинного обучения; Технологии и алгоритмы анализа сетевых моделей,,False,0,False,,,8.176,0,0,,,,,,,,
В чем различие подходов к генерации данных в дисциплинах фундаментальные и генеративные модели и машинное зрение?,multi.relation,irrelevant,False,Фундаментальные и генеративные модели; Машинное зрение,,False,0,False,,,13.78,0,0,,,,,,,,
Какие дисциплины связаны с обработкой изображений?,multi.global.semantic,irrelevant,False,,,True,0,False,,,18.512,0,0,,,,,,,,
В каких курсах изучаются графовые алгоритмы?,multi.global.semantic,irrelevant,False,,,True,0,False,,,11.715,0,0,,,,,,,,
Какие дисциплины включают изучение нейронных сетей?,multi.global.semantic,irrelevant,False,,,True,0,False,,,13.591,0,0,,,,,,,,
Какие предметы связаны с анализом текстовых данных?,multi.global.semantic,irrelevant,False,,,True,0,False,,,8.821,0,0,,,,,,,,
В каких дисциплинах рассматриваются генеративные архитектуры?,multi.global.semantic,irrelevant,False,,,True,0,False,,,15.412,0,0,,,,,,,,
Какие курсы используют методы машинного обучения?,multi.global.semantic,irrelevant,False,,,True,0,False,,,12.41,0,0,,,,,,,,
В каких дисциплинах изучаются технологии больших данных?,multi.global.semantic,irrelevant,False,,,True,0,False,,,12.917,0,0,,,,,,,,
Какие курсы содержат темы по анализу графов?,multi.global.semantic,irrelevant,False,,,True,0,False,,,12.028,0,0,,,,,,,,
В каких дисциплинах рассматриваются рекомендательные алгоритмы?,multi.global.semantic,irrelevant,False,,,True,0,False,,,11.371,0,0,,,,,,,,
Какие предметы включают методы обработки естественного языка?,multi.global.semantic,irrelevant,False,,,True,0,False,,,12.756,0,0,,,,,,,,
Чем в целом отличается курс глубокое обучение от курса машинное зрение?,multi.compare,irrelevant,False,Глубокое обучение; Машинное зрение,,False,0,False,,,8.052,0,0,,,,,,,,
Какой курс шире по тематике: технологии обработки данных или технологии обработки больших данных?,multi.compare,irrelevant,False,Технологии обработки данных; Технологии обработки больших данных,,False,0,False,,,7.29,0,0,,,,,,,,
Какая дисциплина более ориентирована на графовые структуры: прикладная теория графов или технологии и алгоритмы анализа сетевых моделей?,multi.compare,irrelevant,False,Прикладная теория графов; Технологии и алгоритмы анализа сетевых моделей,,False,0,False,,,7.757,0,0,,,,,,,,
Чем отличаются дисциплины обработка текстов на естественных языках и семантические технологии в целом?,multi.compare,irrelevant,False,Обработка текстов на естественных языках; Семантические технологии,,False,0,False,,,11.353,0,0,,,,,,,,
Как соотносятся дисциплины фундаментальные и генеративные модели и глубокое обучение?,multi.compare,irrelevant,False,Фундаментальные и генеративные модели; Глубокое обучение,,False,0,False,,,16.172,0,0,,,,,,,,
Какая дисциплина более прикладная: машинное обучение в семантическом и сетевом анализе или прикладные задачи машинного обучения?,multi.compare,irrelevant,False,Машинное обучение в семантическом и сетевом анализе; Прикладные задачи машинного обучения,,False,0,False,,,9.221,0,0,,,,,,,,
В чем ключевое различие между курсами рекомендательные системы и коллаборативная фильтрация и технологии обработки данных?,multi.compare,irrelevant,False,Рекомендательные системы и коллаборативная фильтрация; Технологии обработки данных,,False,0,False,,,12.592,0,0,,,,,,,,
Какая дисциплина больше связана с анализом текста: семантические технологии или обработка текстов на естественных языках?,multi.compare,irrelevant,False,Семантические технологии; Обработка текстов на естественных языках,,False,0,False,,,7.157,0,0,,,,,,,,
Как отличаются цели дисциплин машинное зрение и обработка текстов на естественных языках?,multi.compare,irrelevant,False,Машинное зрение; Обработка текстов на естественных языках,,False,0,False,,,12.319,0,0,,,,,,,,
Чем отличаются дисциплины технологии обработки данных и семантические технологии?,multi.compare,irrelevant,False,Технологии обработки данных; Семантические технологии,,False,0,False,,,12.797,0,0,,,,,,,,
Сколько часов лекций по дисциплине анализ информации?,clarify,irrelevant,False,,,True,0,False,,,12.393,0,0,,,,,,,,
Есть ли курс по интеллектуальному анализу данных?,clarify,irrelevant,False,,,True,0,False,,,16.473,0,0,,,,,,,,
Какая форма аттестации у предмета искусственный интеллект?,clarify,irrelevant,False,,,True,0,False,,,7.828,0,0,,,,,,,,
Сколько тем содержит дисциплина анализ социальных сетей?,clarify,irrelevant,False,,,True,0,False,,,12.152,0,0,,,,,,,,
Какие технологии изучаются в курсе data science?,clarify,irrelevant,False,,,True,0,False,,,15.314,0,0,,,,,,,,
Какие дисциплины похожи на курс искусственный интеллект?,clarify,irrelevant,False,,,True,0,False,,,14.142,0,0,,,,,,,,
Какие темы рассматриваются в дисциплине компьютерное зрение?,clarify,irrelevant,False,,,True,0,False,,,18.138,0,0,,,,,,,,
Сколько часов практики по предмету анализ графов?,clarify,irrelevant,False,,,True,0,False,,,13.449,0,0,,,,,,,,
Какие вопросы входят в экзамен по введению в машинное обучение?,clarify,irrelevant,False,,,True,0,False,,,19.685,0,0,,,,,,,,
Есть ли дисциплина по анализу естественного языка?,clarify,irrelevant,False,,,True,0,False,,,17.94,0,0,,,,,,,,
Есть ли тема про квантовые вычисления?,clarify,irrelevant,False,,,True,0,False,,,17.74,0,0,,,,,,,,
Какие дисциплины изучают блокчейн-технологии?,clarify,irrelevant,False,,,True,0,False,,,17.916,0,0,,,,,,,,
В каком курсе рассматриваются методы биоинформатики?,clarify,irrelevant,False,,,True,0,False,,,13.49,0,0,,,,,,,,
Есть ли темы по разработке мобильных приложений?,clarify,irrelevant,False,,,True,0,False,,,13.433,0,0,,,,,,,,
Какая дисциплина посвящена веб-разработке?,clarify,irrelevant,False,,,True,0,False,,,17.264,0,0,,,,,,,,
Изучаются ли в курсах микроконтроллеры и встраиваемые системы?,clarify,irrelevant,False,,,True,0,False,,,13.768,0,0,,,,,,,,
В каком предмете рассматривается разработка игр?,clarify,irrelevant,False,,,True,0,False,,,7.467,0,0,,,,,,,,
Есть ли курс по компьютерной безопасности?,clarify,irrelevant,False,,,True,0,False,,,19.096,0,0,,,,,,,,
Какие дисциплины связаны с робототехникой?,clarify,irrelevant,False,,,True,0,False,,,13.742,0,0,,,,,,,,
Изучаются ли технологии виртуальной реальности?,clarify,irrelevant,False,,,True,0,False,,,14.76,0,0,,,,,,,,
Как приготовить пасту карбонара?,irrelevant,irrelevant,True,,,True,0,False,,,13.337,0,0,,,,,,,,
Кто выиграл чемпионат мира по футболу в 2018 году?,irrelevant,irrelevant,True,,,True,0,False,,,10.646,0,0,,,,,,,,
Какая сегодня погода в Москве?,irrelevant,irrelevant,True,,,True,0,False,,,11.593,0,0,,,,,,,,
Как настроить Wi‑Fi роутер дома?,irrelevant,irrelevant,True,,,True,0,False,,,10.406,0,0,,,,,,,,
Сколько калорий в яблоке?,irrelevant,irrelevant,True,,,True,0,False,,,9.749,0,0,,,,,,,,
Как выучить английский язык быстрее?,irrelevant,irrelevant,True,,,True,0,False,,,8.018,0,0,,,,,,,,
Что посмотреть вечером из фильмов?,irrelevant,irrelevant,True,,,True,0,False,,,8.749,0,0,,,,,,,,
Как работает двигатель внутреннего сгорания?,irrelevant,irrelevant,True,,,True,0,False,,,18.96,0,0,,,,,,,,
Какая столица Австралии?,irrelevant,irrelevant,True,,,True,0,False,,,18.353,0,0,,,,,,,,
Кто написал роман Война и мир?,irrelevant,irrelevant,True,,,True,0,False,,,12.383,0,0,,,,,,,,
Какие дисциплины используют графовые нейронные сети?,multi.global.semantic,irrelevant,False,,,True,0,False,,,10.291,0,0,,,,,,,,
В каких курсах рассматривается кластеризация данных?,multi.global.semantic,irrelevant,False,,,True,0,False,,,9.452,0,0,,,,,,,,
Какие дисциплины связаны с анализом социальных сетей?,multi.global.semantic,irrelevant,False,,,True,0,False,,,14.405,0,0,,,,,,,,
В каких курсах изучаются методы классификации?,multi.global.semantic,irrelevant,False,,,True,0,False,,,12.896,0,0,,,,,,,,
Какие предметы содержат темы по embeddings и векторным представлениям?,multi.global.semantic,irrelevant,False,,,True,0,False,,,13.668,0,0,,,,,,,,
Выведи все дисциплины,multi.global.catalog,multi.global.semantic,False,,,True,0,False,,,13.562,0,0,,,,,,,,
По какой дисциплине больше всего часов обучения?,multi.global.catalog,irrelevant,False,,,True,0,False,,,14.689,0,0,,,,,,,,
Какие предметы самые продолжительные?,multi.global.catalog,irrelevant,False,,,True,0,False,,,8.176,0,0,,,,,,,,
Какие предметы изучаются в каких семестрах и на каких курсах?,multi.global.catalog,irrelevant,False,,,True,0,False,,,13.851,0,0,,,,,,,,
По каким дисциплинам предусмотрен зачёт?,multi.global.catalog,irrelevant,False,,,True,0,False,,,11.27,0,0,,,,,,,,
По каким дисциплинам предусмотрен экзамен?,multi.global.catalog,irrelevant,False,,,True,0,False,,,8.012,0,0,,,,,,,,
Есть ли тема по transformers в дисциплине глубокое обучение?,single.simple,irrelevant,False,Глубокое обучение,,False,0,False,,,9.33,0,0,,,,,,,,
Изучаются ли GAN-модели в курсе фундаментальные и генеративные модели?,single.simple,irrelevant,False,Фундаментальные и генеративные модели,,False,0,False,,,11.201,0,0,,,,,,,,
Есть ли раздел по графовым базам данных в семантических технологиях?,single.simple,irrelevant,False,Семантические технологии,,False,0,False,,,11.15,0,0,,,,,,,,
Предусмотрено ли изучение CNN в дисциплине машинное зрение?,single.simple,irrelevant,False,Машинное зрение,,False,0,False,,,15.268,0,0,,,,,,,,
Есть ли в курсе обработки текстов на естественных языках тема токенизации?,single.simple,irrelevant,False,Обработка текстов на естественных языках,,False,0,False,,,13.521,0,0,,,,,,,,
"Какие темы объединяют дисциплины глубокое обучение, машинное зрение и фундаментальные и генеративные модели?",multi.relation,irrelevant,False,Глубокое обучение; Машинное зрение; Фундаментальные и генеративные модели,,False,0,False,,,17.596,0,0,,,,,,,,
"Как пересекаются методы анализа графов в дисциплинах прикладная теория графов, технологии и алгоритмы анализа сетевых моделей и машинное обучение в семантическом и сетевом анализе?",multi.relation,irrelevant,False,Прикладная теория графов; Технологии и алгоритмы анализа сетевых моделей; Машинное обучение в семантическом и сетевом анализе,,False,0,False,,,7.648,0,0,,,,,,,,
"Какие общие методы обработки текста используются в курсах обработка текстов на естественных языках, семантические технологии и глубокое обучение?",multi.relation,irrelevant,False,Обработка текстов на естественных языках; Семантические технологии; Глубокое обучение,,False,0,False,,,7.959,0,0,,,,,,,,
