question,true_router,predicted_router,router_correct,ground_disciplines,predicted_disciplines,discipline_exact_match,discipline_correct_count,is_verified,verification_step,verification_note,response_time,context_tokens,answer_tokens,faithfulness,relevancy,correctness,faithfulness_rationale,relevancy_rationale,correctness_rationale,answer,error
Изучается ли тема о векторном представлении узлов графа?,not_found,multi.global.semantic,False,,,True,0,True,,"Ответ соответствует критериям: перечислены три дисциплины, тема в которых явно изучается (все названия из контекста). По каждой дисциплине дано краткое обоснование релевантности. Ответ не содержит галлюцинаций.",34.361,17695,571,,,,,,,"На основании предоставленных фрагментов учебных программ тема **о векторном представлении узлов графа (эмбеддинге узлов)** изучается в следующих дисциплинах:

### 1. Дисциплина: **Машинное обучение в семантическом и сетевом анализе**
*   **Где встречается:** Тема 5 — «Векторное представление (эмбеддинг) узлов графа».
*   **Контекст:** В рамках практических занятий студенты строят эмбеддинги узлов сети с помощью метода **node2vec**. Самостоятельная работа посвящена построению эмбеддингов с дополнительными признаками. Также в перечне тем для курсовых работ присутствуют проекты, связанные с векторными представлениями графов (например, «Построение рекомендательной системы с помощью векторного представления графа на основе методов случайного блуждания»).

### 2. Дисциплина: **Семантические технологии**
*   **Где встречается:** Тема 5 — «Векторные представления графов знаний».
*   **Контекст:** Тема напрямую посвящена принципам построения эмбеддингов для графов, включая **node2vec** для графов и различные модели для графов знаний (TransE, TransH, RotatE, DistMult, ComplEx и др.). На практике студенты строят векторные представления с помощью трансляционных моделей (TransE).

### 3. Дисциплина: **Глубокое обучение**
*   **Где встречается:** Тема 8 — «Графовые нейронные сети».
*   **Контекст:** В рамках темы рассматривается проблематика графов как объектов для эмбеддинга. На практических занятиях студенты занимаются **«Построением эмбеддинга узлов сети с помощью графовых нейронных сетей»**, что является современным подходом к созданию векторных представлений узлов.

### Итог:
Тема векторного представления узлов графа явно и подробно изучается в **трёх дисциплинах**:
1.  **Машинное обучение в семантическом и сетевом анализе** — с акцентом на алгоритмы типа node2vec.
2.  **Семантические технологии** — с фокусом на эмбеддинги для графов знаний.
3.  **Глубокое обучение** — через применение графовых нейронных сетей (GNN).

В остальных предоставленных фрагментах дисциплин («Прикладная теория графов», «Машинное зрение», «Технологии обработки данных», «Фундаментальные и генеративные модели», «Обработка текстов на естественных языках», «Алгоритмы и структуры данных в языке Python», «Прикладные задачи машинного обучения») данная тема в явном виде **не упоминается**.",
Какие основные вопросы включены в перечень подготовки к экзамену?,not_found,irrelevant,False,,,True,0,True,,irrelevant query,2.551,0,25,,,,,,,Этот вопрос не относится к учебным программам (РПД). Я могу помочь только с вопросами по дисциплинам.,
Какие основные темы для изучения по курсу?,not_found,multi.global.catalog,False,,,True,0,True,,"Ответ валиден. Ответ модели содержит перечисление тем по всем 13 дисциплинам из предоставленного контекста без добавления вымышленных. Краткое обоснование релевантности каждой дисциплины в явном виде отсутствует, но это требование не было выполнено в тексте самого ответа, а не в структуре JSON. Основные темы по каждой дисциплине перечислены корректно.",57.882,0,1390,,,,,,,"Основные темы для изучения по каждой дисциплине из каталога:

**1. Алгоритмы и структуры данных в языке Python (2025, КИТ)**
Темы: Введение в программирование на Python; Управляющие конструкции, списки и кортежи; Словари, множества и выражения-генераторы; Функции; Работа с файлами и обработка исключительных ситуаций; Модули и пакеты; Продвинутые коллекции; Обзор современных языков программирования; Введение в объектно-ориентированное программирование; Объектно-ориентированное программирование в Python; Введение в функциональное программирование; Функциональное программирование в Python; Структуры данных: массивы, стеки, очереди, списки; Алгоритмы поиска и сортировки; Структуры данных: деревья; Хеш-таблицы.

**2. Рекомендательные системы и коллаборативная фильтрация (2023, КИИ)**
Темы: Введение; Подходы к построению рекомендательных систем; Программная реализация.

**3. Прикладная теория графов (2025, КИИ)**
Темы: Основные понятия теории графов; Метрические и топологические характеристики графов; Оптимизацион-ные задачи на графах; Потоковые алгоритмы. Задачи о почтальоне и коммивояжере; Сведение задач комбинаторной оптимизации к задачам линейного программирова-ния; Задачи многокритери-альной дискретной оптимизации на графах; Балансовые и функциональные графы; Современные приложения теории графов.

**4. Обработка текстов на естественных языках (2025, КИИ)**
Темы: Введение в обработку текстов на естественных языках; Статистические и классические методы в NLP; Векторные представления слов и семантическая близость; Последовательностные модели: RNN, LSTM и GRU; Механизм внимания и seq2seq; Архитектура Transformer и предобученные языковые модели; Аугментация, адаптация и использование LLM без дообучения; Мультимодальные и фронтирные направления NLP.

**5. Машинное зрение (2025, КИИ)**
Темы: Введение в машинное зрение; Математический аппарат цифровой обработки изображений; Классические методы машинного зрения; Линейные классификаторы изображений; Обучение классификатора изображений; Искусственные нейронные сети; Сверточные нейронные сети; Сегментация и детекция объектов.

**6. Глубокое обучение (2025, КИИ)**
Темы: Введение в искусственные нейронные сети и глубокое обучение; Обучение искусственных нейронных сетей; Сверточные искусственные нейронные сети; Представление объектов в виде векторов малой размерности; Рекуррентные нейронные сети; Механизм внимания для искусственных нейронных сетей; Обучение с подкреплением; Графовые нейронные сети.

**7. Фундаментальные и генеративные модели (2025, ЦЦТиИИ)**
Темы: Символьный искусственный интеллект и нейросимволические фреймворки; Архитектуры генеративных моделей и их модификация; Мультимодальные модели и согласование данных; Специализация LLM с использованием PEFT-методов и интеграция внешних API.

**8. Семантические технологии (2025, КИИ)**
Темы: Графы знаний, семантические технологии; Онтологии, связанные данные; Крупные универсальные базы знаний; Базы знаний; Векторные представления графов знаний; Правила вывода и обогащение графов знаний; Языковые модели и семантика в естественном языке; Автоматическое извлечение семантики из текста на естественном языке.

**9. Технологии и алгоритмы анализа сетевых моделей (2025, КИИ)**
Темы: Основы прикладной теории графов; Сетевые системы. Основные подходы к их моделированию. Сетевые модели; Сетевые системы большой размерности; Оптимизационные задачи на графах; Асимптотический и вероятностный анализ алгоритмов; Балансовые и функциональные графы; Моделирование транспортно-логистических систем; Моделирование социальных сетей и сетей взаимодействия; Алгоритмы и технологии анализа криптовалютных платежных систем; Сетевые модели банковского взаимодействия и фондового рынка; Структурные характеристики крупномасштаб-ных сетевых систем; Визуализация сетей и графов большой размерности; Сетевые модели инфраструктурных проектов; Сетевые модели сложных технических систем.

**10. Машинное обучение в семантическом и сетевом анализе (2025, КИИ)**
Темы: Базовые понятия теории сетей и введение в библиотеку NetworkX; Сетевые модели: модели роста сетей, модель тесного мира; Меры центральности узлов и выявление сообществ в сетях; Случайные блуждания на графах, PageRank, метод распространения меток; Векторное представление (эмбеддинг) узлов графа; Графовые нейронные сети; Графы знаний и эмбеддинги на них; Онтологии в графах знаний и отнологические эмбеддиниги.

**11. Прикладные задачи машинного обучения (2025, КИИ)**
Темы: Углубленные методы оптимизации и стохастические процессы; Методы распределенного и федеративного обучения; Большие языковые модели (LLM) и их архитектуры; Мульти-модальные модели; Современные исследования в машинном обучении.

**12. Технологии обработки данных (2025, КИИ)**
Темы: Библиотека NumPy и Pandas; Использование различных форматов файлов в задачах обработки данных; Взаимодействие c табличными данными в приложениях обработки данных; Визуализация данных; Работа со строками в приложениях обработки данных; Введение в обработку текста на естественном языке в задачах обработки данных; Профилирование процессов обработки данных, библиотека Numba и векторизация в Numpy и Numba.

**13. Технологии обработки больших данных (2025, КИТ)**
Темы: Параллельная обработка данных; Библиотека Dask; Подход к обработке данных в стиле Map-Reduce; Взаимодействие с базой данных в приложениях обработки данных; Обработка табличных данных с помощью Dask; Хранилища In-Memory для различных приложений; Распараллеливание выполнения алгоритмов с помощью Dask; Решения Hadoop и Spark для обработки больших данных.",
Как работает градиентный спуск в машинном обучении?,irrelevant,multi.global.semantic,False,,,True,0,False,,"Ответ содержит дисциплины, которых нет в контексте: 'Глубокое обучение' (в контексте есть дисциплина 'Глубокое обучение'), 'Прикладная теория графов' (в контексте есть дисциплина 'Прикладная теория графов'), 'Технологии и алгоритмы анализа сетевых моделей' (в контексте есть дисциплина 'Технологии и алгоритмы анализа сетевых моделей'), 'Рекомендательные системы и коллаборативная фильтрация' (в контексте есть дисциплина 'Рекомендательные системы и коллаборативная фильтрация'). Все эти дисциплины есть в контексте, поэтому они не являются галлюцинациями. Однако в ответе отсутствуют дисциплины, удовлетворяющие условию запроса: 'Машинное обучение в семантическом и сетевом анализе', 'Прикладные задачи машинного обучения', 'Машинное зрение', 'Фундаментальные и генеративные модели', 'Семантические технологии', 'Обработка текстов на естественных языках'. Также нет краткого обоснования релевантности по каждой упомянутой дисциплине (только констатация наличия). Ответ не валиден по критериям 1 и 3.",54.043,17987,751,,,,,,,"На основе предоставленных фрагментов учебных программ, концепция **градиентного спуска** (включая его варианты, такие как стохастический градиентный спуск - SGD) упоминается в следующих дисциплинах:

### 1. Машинное обучение в семантическом и сетевом анализе
*   **Контекст:** Компетенция **DL-1**, индикатор **DL-1.1** (Объясняет и применяет математические основы нейронных сетей, включая расчет градиентов, **методы оптимизации**...).
*   **Контекст:** Контрольные задания для индикатора **DL-1.2** и **DL-1.3**. В заданиях прямо указано использование **метода стохастического градиентного спуска (SGD)** и его сравнение с другими оптимизаторами (Adam, RMSProp) для обучения нейронной сети на датасете MNIST.

### 2. Глубокое обучение
*   **Контекст:** Компетенция **DL-1** (Способен применять и (или) разрабатывать архитектуры глубоких нейронных сетей). Хотя явно не назван в приведенном фрагменте, градиентный спуск является неотъемлемой частью обучения сетей, что подразумевается в темах 1 и 2, посвященных обучению ИНС.

### 3. Прикладная теория графов
*   **Контекст:** Компетенция **DL-1**, индикатор **DL-1.1**. Результаты обучения включают: ""Знать: математические основы нейронных сетей, включая принципы расчета градиентов, **методы оптимизации**..."". Контрольные задания для этой компетенции требуют обоснования процесса обучения нейронных сетей.

### 4. Технологии и алгоритмы анализа сетевых моделей
*   **Контекст:** Компетенция **DL-1**, индикатор **DL-1.1**. В контрольных заданиях прямо указана задача: ""реализуйте один шаг обновления весов с помощью **метода стохастического градиентного спуска (SGD)**"".
*   **Контекст:** Компетенция **DL-1**, индикатор **DL-1.3**. В результатах обучения упоминается знание особенностей обучения современных архитектур, включая, например, ""использование оптимизатора AdamW"". Adam является адаптивным вариантом градиентного спуска.

### 5. Рекомендательные системы и коллаборативная фильтрация
*   **Контекст:** Компетенция **DL-1** (Способен применять и (или) разрабатывать архитектуры глубоких нейронных сетей). Обучение любых нейронных сетей, упомянутых в индикаторах (перцептроны, MLP, современные архитектуры), подразумевает использование градиентного спуска.

### Итоговая группировка:
Концепция **градиентного спуска** (включая SGD, Adam, RMSProp) встречается **в контексте обучения глубоких нейронных сетей** в рамках одноименной компетенции **DL-1** в нескольких дисциплинах:
*   **Машинное обучение в семантическом и сетевом анализе** (контрольные задания).
*   **Глубокое обучение** (сквозная тема).
*   **Прикладная теория графов** (результаты обучения).
*   **Технологии и алгоритмы анализа сетевых моделей** (контрольные задания).
*   **Рекомендательные системы и коллаборативная фильтрация** (сквозная тема).

Наиболее подробные **практические задания** по его реализации и сравнению разных вариантов приведены в дисциплинах **""Машинное обучение в семантическом и сетевом анализе""** и **""Технологии и алгоритмы анализа сетевых моделей""**.",
Что такое нейронная сеть и как она обучается?,irrelevant,multi.global.semantic,False,,,True,0,False,,"Ответ не содержит перечисление дисциплин из контекста с обоснованием их релевантности. Ответ представляет собой обобщенный анализ, а не список дисциплин, удовлетворяющих условию запроса. В ответе присутствуют обобщенные выводы ('Группировка и вывод', 'Итог'), что не соответствует критерию 1. Согласно критериям, ответ должен явно перечислить дисциплины из контекста, которые содержат информацию по вопросу 'Что такое нейронная сеть и как она обучается?', и дать по каждой краткое обоснование. Предоставленный ответ этого не делает, он лишь анализирует, где в разных дисциплинах упоминаются связанные концепции, но не выделяет конкретные дисциплины для ответа на поставленный вопрос. Следовательно, ответ не является валидным по формату и содержанию, требуемому критериями.",71.753,13049,1381,,,,,,,"На основе предоставленных фрагментов учебных программ понятие **«нейронная сеть»** и процесс её обучения упоминаются в нескольких дисциплинах, но не в виде отдельного базового определения. Упоминания связаны с конкретными типами нейронных сетей, их архитектурами и применением.

Вот результаты поиска по дисциплинам:

### 1. **Дисциплина: Глубокое обучение**
*   **Где встречается:** В нескольких темах.
*   **Контекст:**
    *   **Тема 5:** Подробно рассматриваются **рекуррентные нейронные сети (RNN)**, их архитектуры (LSTM, GRU), принцип работы и **проблемы при обучении**. Упоминается алгоритм **обратного распространения ошибки (backpropagation)** для RNN.
    *   **Тема 6:** Рассматривается **механизм внимания** и архитектура **Transformer**, которая лежит в основе современных языковых моделей (BERT, GPT).
    *   **Тема 8:** Посвящена **графовым нейронным сетям (GNN)**, их общей схеме построения, фреймворкам (MPNN, GCN) и задачам (semi-supervised learning).

### 2. **Дисциплина: Машинное обучение в семантическом и сетевом анализе**
*   **Где встречается:** Тема 6.
*   **Контекст:** Изучаются **графовые нейронные сети (GNN)**. В практических и самостоятельных работах ставится задача решения проблем кластеризации узлов сети с помощью нескольких алгоритмов GNN.

### 3. **Дисциплина: Машинное зрение**
*   **Где встречается:** Темы 6 и 7.
*   **Контекст:**
    *   **Тема 6:** «Искусственные нейронные сети». На практике рассматриваются функции активации (tanh, sigmoid, relu) и **реализация backpropagation** (алгоритма обратного распространения ошибки, который является ключевым для обучения сетей).
    *   **Тема 7:** «Сверточные нейронные сети». Изучаются сверточные слои и современные архитектуры для извлечения признаков (LeNet, ResNet, EfficientNet).

### 4. **Дисциплина: Обработка текстов на естественных языках**
*   **Где встречается:** Тема 6.
*   **Контекст:** Рассматривается **архитектура Transformer** и предобученные языковые модели (BERT, GPT). Практические занятия включают работу с этими моделями для решения задач классификации, NER и генерации текста.

### 5. **Дисциплина: Прикладная теория графов**
*   **Где встречается:** В компетенции DL-1.
*   **Контекст:** В индикаторе DL-1.1 указано, что студент должен уметь объяснять и применять **математические основы нейронных сетей**, включая расчет градиентов, методы оптимизации и алгоритм **обратного распространения ошибки** для эффективного обучения моделей. Конкретно в контексте дисциплины это относится к графовым нейронным сетям (GNN).

### 6. **Дисциплина: Рекомендательные системы и коллаборативная фильтрация**
*   **Где встречается:** В компетенции DL-1.
*   **Контекст:** Компетенция формулируется как «Способен применять и (или) разрабатывать архитектуры глубоких нейронных сетей». В индикаторах упоминаются перцептроны, многослойные перцептроны (MLP), CNN, RNN/LSTM, трансформеры, автоэнкодеры (VAE) и состязательные сети (GAN).

### 7. **Дисциплина: Прикладные задачи машинного обучения**
*   **Где встречается:** В перечне заданий для проектной работы (раздел 6.2).
*   **Контекст:** В задании по анализу научных статей студентам предлагается изучать **архитектуры нейронных сетей**, включая количество слоев и нейронов, функции активации и методы инициализации весов.

### 8. **Дисциплина: Технологии обработки данных**
*   **Где встречается:** В компетенции ПКН-4 (индикатор 2).
*   **Контекст:** В результатах обучения указано, что студент должен знать **теоретические основы построения моделей классификации, регрессии, кластеризации**. Контрольное задание включает создание и оценку модели перцептрона и многослойной нейронной сети.

### 9. **Дисциплина: Алгоритмы и структуры данных в языке Python**
*   **Где встречается:** В компетенции ПКН-4.
*   **Контекст:** В общих формулировках результатов обучения указано, что студент должен уметь разрабатывать и отлаживать **прикладные решения с элементами ИИ** с использованием Python.

### Группировка и вывод
*   **Наиболее подробно** нейронные сети и их обучение рассматриваются в дисциплинах **«Глубокое обучение»** (архитектуры RNN, Transformer, GNN, backpropagation) и **«Машинное зрение»** (базовые ИНС, backpropagation, CNN).
*   **Ключевой алгоритм обучения** — **обратное распространение ошибки (backpropagation)** — явно упоминается в **«Глубоком обучении»** (Тема 5) и **«Машинном зрении»** (Тема 6), а также в требованиях компетенции в **«Прикладной теории графов»**.
*   **Конкретные архитектуры нейронных сетей**, упомянутые в разных дисциплинах:
    *   *Рекуррентные (RNN, LSTM, GRU):* «Глубокое обучение».
    *   *Трансформеры и языковые модели (BERT, GPT):* «Глубокое обучение», «Обработка текстов на ЕЯ».
    *   *Сверточные (CNN):* «Машинное зрение», «Рекомендательные системы».
    *   *Графовые (GNN):* «Глубокое обучение», «Машинное обучение в семантическом и сетевом анализе», «Прикладная теория графов».
    *   *Перцептроны и многослойные перцептроны (MLP):* «Рекомендательные системы», «Технологии обработки данных».
    *   *Генеративные (GAN, VAE):* «Глубокое обучение», «Рекомендательные системы».

**Итог:** Прямого определения «что такое нейронная сеть» в предоставленных фрагментах нет. Однако **принципы работы и обучения нейронных сетей** (в частности, алгоритм обратного распространения ошибки) и **разнообразие их архитектур** являются сквозной темой, затрагиваемой в большинстве технических дисциплин программы, особенно в тех, что связаны с глубоким обучением, анализом данных и обработкой сигналов (текст, изображения, графы).",
Для чего используется библиотека NumPy?,irrelevant,irrelevant,True,,,True,0,True,,irrelevant query,3.006,0,25,,,,,,,Этот вопрос не относится к учебным программам (РПД). Я могу помочь только с вопросами по дисциплинам.,
Что такое DataFrame в Pandas?,irrelevant,irrelevant,True,,,True,0,True,,irrelevant query,3.329,0,25,,,,,,,Этот вопрос не относится к учебным программам (РПД). Я могу помочь только с вопросами по дисциплинам.,
Сколько часов лекций по дисциплине анализ данных?,clarify,not_found,False,,,True,0,True,,discipline not in RPD_NAMES,3.078,0,14,,,,,,,Указанная дисциплина не найдена в базе учебных программ.,
Сколько тем в курсе искусственный интеллект?,clarify,clarify,True,,,True,0,True,,clarification required,1.198,0,11,,,,,,,Дисциплины искусственный интеллект не найдены.,
"Какие общие темы есть у курсов анализ данных, введение в машинное обучение и искусственный интеллект?",clarify,clarify,True,,Глубокое обучение; Алгоритмы и структуры данных в языке Python; Технологии обработки больших данных; Технологии обработки данных; Прикладные задачи машинного обучения; Машинное зрение; Машинное обучение в семантическом и сетевом анализе,False,0,True,,clarification required,1.653,0,11,,,,,,,Дисциплины искусственный интеллект не найдены.,
Сколько часов лабораторных занятий предусмотрено по дисциплине глубокое обучение?,single.simple,single.simple,True,Глубокое обучение,Глубокое обучение,True,1,False,3,"[3/3] Информация о количестве часов лабораторных занятий в контексте не представлена явно. В контексте указаны часы семинаров по темам и общее количество семинаров (52 часа), но прямое упоминание 'лабораторных занятий' или их количества отсутствует. Модель верно указала, что данных нет в контексте, но по критериям ответ 'информация отсутствует' делает ответ невалидным (is_valid=false).",70.363,8729,13,,,,,,,В предоставленных данных эта информация отсутствует.,
Сколько лекционных часов отведено на курс машинное зрение?,single.simple,single.simple,True,Машинное зрение,Машинное зрение,True,1,True,2,"[2/3] Ответ точно соответствует контексту: в разделе 'Общие сведения о дисциплине' указано 'лекции: 16' часов, что полностью отвечает на вопрос о количестве лекционных часов.",53.556,246,2,,,,,,,16 часов,
Какая форма контроля предусмотрена по дисциплине семантические технологии?,single.simple,single.simple,True,Семантические технологии,Семантические технологии,True,1,True,2,"[2/3] Ответ полностью соответствует контексту, в котором указаны обе формы контроля: аттестация (экзамен) и текущий контроль (контрольные работы).",56.241,1173,49,,,,,,,"По дисциплине «Семантические технологии» предусмотрены:

- аттестация: экзамен
- текущий контроль: контрольные работы

Цитата из контекста: «аттестация: экзамен, текущий контроль: контрольные работы»",
Сколько тем включает дисциплина глубокое обучение?,single.simple,single.simple,True,Глубокое обучение,Глубокое обучение,True,1,True,3,[3/3] Ответ соответствует контексту. В разделе 'Тематический план дисциплины «Глубокое обучение»' явно указано: 'Тематический план дисциплины «Глубокое обучение» (8 тем)' и далее перечислены все восемь тем с номерами от 1 до 8.,75.028,8729,0,,,,,,,8,
Какова общая трудоемкость курса машинное зрение?,single.simple,single.simple,True,Машинное зрение,Машинное зрение,True,1,True,2,"[2/3] Ответ точно соответствует значению, указанному в контексте (раздел 'Общие сведения о дисциплине «Машинное зрение»').",60.214,246,2,,,,,,,144 часа,
Сколько часов самостоятельной работы предусмотрено по дисциплине прикладная теория графов?,single.simple,single.simple,True,Прикладная теория графов,Прикладная теория графов,True,1,True,3,[3/3] Ответ релевантен вопросу и точно соответствует данным из контекста: в разделе общих сведений дисциплины явно указано 'Самостоятельная работа: 58 ч.',54.198,8531,15,,,,,,,"58 часов.

Цитата из контекста: ""Самостоятельная работа: 58 ч.""",
Сколько семинаров проводится в курсе технологии обработки данных?,single.simple,single.simple,True,Технологии обработки данных,Технологии обработки данных,True,1,False,3,"[3/3] Фактическая неточность. Вопрос: «Сколько семинаров проводится в курсе...». Ответ модели: «34 часа семинаров». Контекст содержит информацию только о трудоёмкости (часах) семинаров (34 часа). Количество самих семинарских занятий (штук) в контексте отсутствует. Модель дала значение, которого нет в контексте (подставила часы вместо количества), что является галлюцинацией согласно критерию 2.",54.837,6750,52,,,,,,,"Согласно контексту, в курсе «Технологии обработки данных» проводится **34 часа семинаров**. Об этом прямо указано в разделе «Общие сведения о дисциплине»: «Аудиторная работа: 50 ч. (лекции: 16, семинары: 34)».",
Какая промежуточная аттестация предусмотрена по курсу рекомендательные системы и коллаборативная фильтрация?,single.simple,single.simple,True,Рекомендательные системы и коллаборативная фильтрация,Рекомендательные системы и коллаборативная фильтрация,True,1,True,3,"[3/3] Ответ 'экзамен' точно соответствует информации, указанной в контексте рабочей программы (раздел 'Семестр 6: аттестация: экзамен').",82.127,7474,2,,,,,,,Экзамен.,
Сколько часов практических занятий включает дисциплина обработка текстов на естественных языках?,single.simple,single.simple,True,Обработка текстов на естественных языках,Обработка текстов на естественных языках,True,1,False,3,"[3/3] Ответ не соответствует контексту. В ответе модели указано 52 часа, что соответствует количеству часов семинаров. Однако вопрос задан конкретно о «практических занятиях». В предоставленном контексте термин «практические занятия» упоминается в описании отдельных тем (например, Тема 1, Тема 3 и т.д.), но общее количество часов по ним в контексте не суммировано и явно не указано для всей дисциплины. Ответ модели не является точным фактом, извлечённым из контекста, а является интерпретацией термина «семинары» как «практические занятия». Согласно критериям, это галлюцинация.",59.88,7487,19,,,,,,,"52 часа.  
Из контекста: ""Аудиторная работа: 68 ч. (лекции: 16, семинары: 52)"".",
Сколько разделов изучается в курсе фундаментальные и генеративные модели?,single.simple,single.simple,True,Фундаментальные и генеративные модели,Фундаментальные и генеративные модели,True,1,True,3,"[3/3] Ответ полностью релевантен, содержит точную цитату из контекста, подтверждающую, что изучается 4 раздела (темы). Галлюцинаций или отклонений от вопроса нет.",63.779,7850,124,,,,,,,"В предоставленном контексте указано, что дисциплина состоит из **4 разделов (тем)**.

**Цитата из контекста:**
> [Тематический план дисциплины «Фундаментальные и генеративные модели» (4 тем)]
> Тема 1: Символьный искусственный интеллект и нейросимволические фреймворки (24 ч.)
> Тема 2: Архитектуры генеративных моделей и их модификация (26 ч.)
> Тема 3: Мультимодальные модели и согласование данных (26 ч.)
> Тема 4: Специализация LLM с использованием PEFT-методов и интеграция внешних API (28 ч.)",
