question,true_router,predicted_router,router_correct,ground_disciplines,predicted_disciplines,discipline_exact_match,discipline_correct_count,is_verified,verification_step,verification_note,response_time,context_tokens,answer_tokens,faithfulness,relevancy,correctness,faithfulness_rationale,relevancy_rationale,correctness_rationale,answer,error
Как отличаются задачи классификации текста в дисциплинах обработка текстов на естественных языках и семантические технологии?,multi.relation,multi.relation,True,Обработка текстов на естественных языках; Семантические технологии,Обработка текстов на естественных языках; Семантические технологии,True,2,False,,,3.01,0,0,,,,,,,,
Какие общие методы используются в курсах глубокое обучение и машинное зрение?,multi.relation,multi.relation,True,Глубокое обучение; Машинное зрение,Глубокое обучение; Машинное зрение,True,2,False,,,2.523,0,0,,,,,,,,
Как соотносятся задачи обработки графов в дисциплинах прикладные задачи машинного обучения и технологии и алгоритмы анализа сетевых моделей?,multi.relation,multi.relation,True,Прикладные задачи машинного обучения; Технологии и алгоритмы анализа сетевых моделей,Прикладные задачи машинного обучения; Технологии и алгоритмы анализа сетевых моделей,True,2,False,,,3.708,0,0,,,,,,,,
В чем различие подходов к генерации данных в дисциплинах фундаментальные и генеративные модели и машинное зрение?,multi.relation,multi.relation,True,Фундаментальные и генеративные модели; Машинное зрение,Фундаментальные и генеративные модели; Машинное зрение,True,2,False,,,3.055,0,0,,,,,,,,
Какие дисциплины связаны с обработкой изображений?,multi.global.semantic,multi.global.catalog,False,,,True,0,False,,,2.305,0,0,,,,,,,,
В каких курсах изучаются графовые алгоритмы?,multi.global.semantic,multi.global.catalog,False,,,True,0,False,,,2.258,0,0,,,,,,,,
Какие дисциплины включают изучение нейронных сетей?,multi.global.semantic,multi.global.semantic,True,,,True,0,False,,,2.441,0,0,,,,,,,,
Какие предметы связаны с анализом текстовых данных?,multi.global.semantic,single.global,False,,Обработка текстов на естественных языках,False,0,False,,,2.277,0,0,,,,,,,,
В каких дисциплинах рассматриваются генеративные архитектуры?,multi.global.semantic,single.global,False,,Фундаментальные и генеративные модели,False,0,False,,,2.913,0,0,,,,,,,,
Какие курсы используют методы машинного обучения?,multi.global.semantic,multi.global.semantic,True,,,True,0,False,,,2.41,0,0,,,,,,,,
В каких дисциплинах изучаются технологии больших данных?,multi.global.semantic,multi.global.semantic,True,,,True,0,False,,,3.331,0,0,,,,,,,,
Какие курсы содержат темы по анализу графов?,multi.global.semantic,multi.global.catalog,False,,,True,0,False,,,2.181,0,0,,,,,,,,
В каких дисциплинах рассматриваются рекомендательные алгоритмы?,multi.global.semantic,multi.global.catalog,False,,,True,0,False,,,3.376,0,0,,,,,,,,
Какие предметы включают методы обработки естественного языка?,multi.global.semantic,single.global,False,,Обработка текстов на естественных языках,False,0,False,,,2.464,0,0,,,,,,,,
Чем в целом отличается курс глубокое обучение от курса машинное зрение?,multi.compare,multi.compare,True,Глубокое обучение; Машинное зрение,Глубокое обучение; Машинное зрение,True,2,False,,,2.736,0,0,,,,,,,,
Какой курс шире по тематике: технологии обработки данных или технологии обработки больших данных?,multi.compare,clarify,False,Технологии обработки данных; Технологии обработки больших данных,Технологии обработки данных; Технологии обработки больших данных,True,2,False,,,1.787,0,0,,,,,,,,
Какая дисциплина более ориентирована на графовые структуры: прикладная теория графов или технологии и алгоритмы анализа сетевых моделей?,multi.compare,multi.compare,True,Прикладная теория графов; Технологии и алгоритмы анализа сетевых моделей,Прикладная теория графов; Технологии и алгоритмы анализа сетевых моделей,True,2,False,,,2.786,0,0,,,,,,,,
Чем отличаются дисциплины обработка текстов на естественных языках и семантические технологии в целом?,multi.compare,multi.compare,True,Обработка текстов на естественных языках; Семантические технологии,Обработка текстов на естественных языках; Семантические технологии,True,2,False,,,2.52,0,0,,,,,,,,
Как соотносятся дисциплины фундаментальные и генеративные модели и глубокое обучение?,multi.compare,multi.compare,True,Фундаментальные и генеративные модели; Глубокое обучение,Фундаментальные и генеративные модели; Глубокое обучение,True,2,False,,,2.646,0,0,,,,,,,,
Какая дисциплина более прикладная: машинное обучение в семантическом и сетевом анализе или прикладные задачи машинного обучения?,multi.compare,single.simple,False,Машинное обучение в семантическом и сетевом анализе; Прикладные задачи машинного обучения,Прикладные задачи машинного обучения,False,1,False,,,3.015,0,0,,,,,,,,
В чем ключевое различие между курсами рекомендательные системы и коллаборативная фильтрация и технологии обработки данных?,multi.compare,multi.compare,True,Рекомендательные системы и коллаборативная фильтрация; Технологии обработки данных,Рекомендательные системы и коллаборативная фильтрация; Технологии обработки данных,True,2,False,,,2.767,0,0,,,,,,,,
Какая дисциплина больше связана с анализом текста: семантические технологии или обработка текстов на естественных языках?,multi.compare,single.simple,False,Семантические технологии; Обработка текстов на естественных языках,Обработка текстов на естественных языках,False,1,False,,,2.624,0,0,,,,,,,,
Как отличаются цели дисциплин машинное зрение и обработка текстов на естественных языках?,multi.compare,multi.compare,True,Машинное зрение; Обработка текстов на естественных языках,Машинное зрение; Обработка текстов на естественных языках,True,2,False,,,2.587,0,0,,,,,,,,
Чем отличаются дисциплины технологии обработки данных и семантические технологии?,multi.compare,multi.compare,True,Технологии обработки данных; Семантические технологии,Технологии обработки данных; Семантические технологии,True,2,False,,,2.516,0,0,,,,,,,,
Сколько часов лекций по дисциплине анализ информации?,clarify,clarify,True,,,True,0,False,,,0.778,0,0,,,,,,,,
Есть ли курс по интеллектуальному анализу данных?,clarify,clarify,True,,,True,0,False,,,0.799,0,0,,,,,,,,
Какая форма аттестации у предмета искусственный интеллект?,clarify,clarify,True,,,True,0,False,,,0.785,0,0,,,,,,,,
Сколько тем содержит дисциплина анализ социальных сетей?,clarify,clarify,True,,,True,0,False,,,0.803,0,0,,,,,,,,
Какие технологии изучаются в курсе data science?,clarify,clarify,True,,,True,0,False,,,0.822,0,0,,,,,,,,
Какие дисциплины похожи на курс искусственный интеллект?,clarify,clarify,True,,,True,0,False,,,0.723,0,0,,,,,,,,
Какие темы рассматриваются в дисциплине компьютерное зрение?,clarify,single.global,False,,Машинное зрение,False,0,False,,,2.961,0,0,,,,,,,,
Сколько часов практики по предмету анализ графов?,clarify,clarify,True,,Прикладная теория графов,False,0,False,,,1.741,0,0,,,,,,,,
Какие вопросы входят в экзамен по введению в машинное обучение?,clarify,clarify,True,,,True,0,False,,,2.463,0,0,,,,,,,,
Есть ли дисциплина по анализу естественного языка?,clarify,single.simple,False,,Обработка текстов на естественных языках,False,0,False,,,2.555,0,0,,,,,,,,
Есть ли тема про квантовые вычисления?,clarify,multi.global.catalog,False,,,True,0,False,,,2.196,0,0,,,,,,,,
Какие дисциплины изучают блокчейн-технологии?,clarify,multi.global.catalog,False,,,True,0,False,,,2.243,0,0,,,,,,,,
В каком курсе рассматриваются методы биоинформатики?,clarify,clarify,True,,,True,0,False,,,0.712,0,0,,,,,,,,
Есть ли темы по разработке мобильных приложений?,clarify,multi.global.catalog,False,,,True,0,False,,,2.156,0,0,,,,,,,,
Какая дисциплина посвящена веб-разработке?,clarify,clarify,True,,,True,0,False,,,0.803,0,0,,,,,,,,
Изучаются ли в курсах микроконтроллеры и встраиваемые системы?,clarify,clarify,True,,,True,0,False,,,0.896,0,0,,,,,,,,
В каком предмете рассматривается разработка игр?,clarify,clarify,True,,,True,0,False,,,0.719,0,0,,,,,,,,
Есть ли курс по компьютерной безопасности?,clarify,clarify,True,,,True,0,False,,,1.485,0,0,,,,,,,,
Какие дисциплины связаны с робототехникой?,clarify,multi.global.catalog,False,,,True,0,False,,,2.207,0,0,,,,,,,,
Изучаются ли технологии виртуальной реальности?,clarify,irrelevant,False,,,True,0,False,,,1.458,0,0,,,,,,,,
Как приготовить пасту карбонара?,irrelevant,irrelevant,True,,,True,0,False,,,1.497,0,0,,,,,,,,
Кто выиграл чемпионат мира по футболу в 2018 году?,irrelevant,irrelevant,True,,,True,0,False,,,1.563,0,0,,,,,,,,
Какая сегодня погода в Москве?,irrelevant,irrelevant,True,,,True,0,False,,,1.482,0,0,,,,,,,,
Как настроить Wi‑Fi роутер дома?,irrelevant,irrelevant,True,,,True,0,False,,,1.509,0,0,,,,,,,,
Сколько калорий в яблоке?,irrelevant,irrelevant,True,,,True,0,False,,,1.465,0,0,,,,,,,,
Как выучить английский язык быстрее?,irrelevant,irrelevant,True,,,True,0,False,,,1.542,0,0,,,,,,,,
Что посмотреть вечером из фильмов?,irrelevant,irrelevant,True,,,True,0,False,,,1.522,0,0,,,,,,,,
Как работает двигатель внутреннего сгорания?,irrelevant,irrelevant,True,,,True,0,False,,,1.586,0,0,,,,,,,,
Какая столица Австралии?,irrelevant,irrelevant,True,,,True,0,False,,,1.464,0,0,,,,,,,,
Кто написал роман Война и мир?,irrelevant,irrelevant,True,,,True,0,False,,,1.46,0,0,,,,,,,,
Какие дисциплины используют графовые нейронные сети?,multi.global.semantic,multi.global.semantic,True,,,True,0,False,,,2.258,0,0,,,,,,,,
В каких курсах рассматривается кластеризация данных?,multi.global.semantic,multi.global.semantic,True,,,True,0,False,,,2.868,0,0,,,,,,,,
Какие дисциплины связаны с анализом социальных сетей?,multi.global.semantic,multi.global.catalog,False,,,True,0,False,,,2.224,0,0,,,,,,,,
В каких курсах изучаются методы классификации?,multi.global.semantic,multi.global.semantic,True,,,True,0,False,,,2.678,0,0,,,,,,,,
Какие предметы содержат темы по embeddings и векторным представлениям?,multi.global.semantic,clarify,False,,,True,0,False,,,0.855,0,0,,,,,,,,
Выведи все дисциплины,multi.global.catalog,multi.global.catalog,True,,,True,0,False,,,2.257,0,0,,,,,,,,
По какой дисциплине больше всего часов обучения?,multi.global.catalog,multi.global.catalog,True,,,True,0,False,,,2.247,0,0,,,,,,,,
Какие предметы самые продолжительные?,multi.global.catalog,multi.global.catalog,True,,,True,0,False,,,2.371,0,0,,,,,,,,
Какие предметы изучаются в каких семестрах и на каких курсах?,multi.global.catalog,multi.global.catalog,True,,,True,0,False,,,2.317,0,0,,,,,,,,
По каким дисциплинам предусмотрен зачёт?,multi.global.catalog,multi.global.catalog,True,,,True,0,False,,,2.19,0,0,,,,,,,,
По каким дисциплинам предусмотрен экзамен?,multi.global.catalog,multi.global.catalog,True,,,True,0,False,,,2.255,0,0,,,,,,,,
Есть ли тема по transformers в дисциплине глубокое обучение?,single.simple,single.simple,True,Глубокое обучение,Глубокое обучение,True,1,False,,,2.522,0,0,,,,,,,,
Изучаются ли GAN-модели в курсе фундаментальные и генеративные модели?,single.simple,single.simple,True,Фундаментальные и генеративные модели,Фундаментальные и генеративные модели,True,1,False,,,2.845,0,0,,,,,,,,
Есть ли раздел по графовым базам данных в семантических технологиях?,single.simple,single.simple,True,Семантические технологии,Семантические технологии,True,1,False,,,2.87,0,0,,,,,,,,
Предусмотрено ли изучение CNN в дисциплине машинное зрение?,single.simple,single.simple,True,Машинное зрение,Машинное зрение,True,1,False,,,2.448,0,0,,,,,,,,
Есть ли в курсе обработки текстов на естественных языках тема токенизации?,single.simple,single.simple,True,Обработка текстов на естественных языках,Обработка текстов на естественных языках,True,1,False,,,2.811,0,0,,,,,,,,
"Какие темы объединяют дисциплины глубокое обучение, машинное зрение и фундаментальные и генеративные модели?",multi.relation,multi.relation,True,Глубокое обучение; Машинное зрение; Фундаментальные и генеративные модели,Глубокое обучение; Машинное зрение; Фундаментальные и генеративные модели,True,3,False,,,3.062,0,0,,,,,,,,
"Как пересекаются методы анализа графов в дисциплинах прикладная теория графов, технологии и алгоритмы анализа сетевых моделей и машинное обучение в семантическом и сетевом анализе?",multi.relation,multi.relation,True,Прикладная теория графов; Технологии и алгоритмы анализа сетевых моделей; Машинное обучение в семантическом и сетевом анализе,Прикладная теория графов; Технологии и алгоритмы анализа сетевых моделей; Машинное обучение в семантическом и сетевом анализе,True,3,False,,,3.001,0,0,,,,,,,,
"Какие общие методы обработки текста используются в курсах обработка текстов на естественных языках, семантические технологии и глубокое обучение?",multi.relation,multi.relation,True,Обработка текстов на естественных языках; Семантические технологии; Глубокое обучение,Обработка текстов на естественных языках; Семантические технологии; Глубокое обучение,True,3,False,,,2.876,0,0,,,,,,,,
