question,true_router,predicted_router,router_correct,ground_disciplines,predicted_disciplines,discipline_exact_match,discipline_correct_count,is_verified,verification_step,verification_note,response_time,context_tokens,answer_tokens,faithfulness,relevancy,correctness,faithfulness_rationale,relevancy_rationale,correctness_rationale,answer,error
Какие результаты обучения будут после курса семантических технологий?,single.global,single.global,True,Семантические технологии,Семантические технологии,True,1,False,,,12.202,0,0,,,,,,,,
В чём заключаются ключевые различия в подходах к обработке данных в дисциплинах технологии обработки данных и технологии обработки больших данных?,multi.relation,multi.relation,True,Технологии обработки данных; Технологии обработки больших данных,Технологии обработки данных; Технологии обработки больших данных,True,2,False,,,5.769,0,0,,,,,,,,
Какие общие темы и пересечения существуют между дисциплинами технологии обработки данных и технологии обработки больших данных?,multi.relation,multi.relation,True,Технологии обработки данных; Технологии обработки больших данных,Технологии обработки данных; Технологии обработки больших данных,True,2,False,,,4.892,0,0,,,,,,,,
Какие пересечения существуют в вопросах для подготовки к экзамену по дисциплинам технологии обработки данных и технологии обработки больших данных?,multi.relation,multi.relation,True,Технологии обработки данных; Технологии обработки больших данных,Технологии обработки данных; Технологии обработки больших данных,True,2,False,,,13.843,0,0,,,,,,,,
Как соотносятся и в чём различаются методы анализа текста в дисциплинах обработка текстов на естественных языках и семантические технологии?,multi.relation,multi.relation,True,Обработка текстов на естественных языках; Семантические технологии,Обработка текстов на естественных языках; Семантические технологии,True,2,False,,,9.98,0,0,,,,,,,,
Чем отличаются подходы к представлению знаний в предметах обработка текстов на естественных языках и семантические технологии?,multi.relation,multi.relation,True,Обработка текстов на естественных языках; Семантические технологии,Обработка текстов на естественных языках; Семантические технологии,True,2,False,,,4.908,0,0,,,,,,,,
Какие методы извлечения информации из текста используются в курсах обработка текстов на естественных языках и семантические технологии и как они различаются?,multi.relation,multi.relation,True,Обработка текстов на естественных языках; Семантические технологии,Обработка текстов на естественных языках; Семантические технологии,True,2,False,,,17.078,0,0,,,,,,,,
В чём различие использования графов в дисциплинах прикладная теория графов и технологии и алгоритмы анализа сетевых моделей?,multi.relation,multi.relation,True,Прикладная теория графов; Технологии и алгоритмы анализа сетевых моделей,Прикладная теория графов; Технологии и алгоритмы анализа сетевых моделей,True,2,False,,,11.165,0,0,,,,,,,,
Как соотносятся задачи оптимизации на графах в дисциплинах прикладная теория графов и технологии анализа сетевых моделей?,multi.relation,multi.relation,True,Прикладная теория графов; Технологии и алгоритмы анализа сетевых моделей,Прикладная теория графов; Технологии и алгоритмы анализа сетевых моделей,True,2,False,,,5.175,0,0,,,,,,,,
Как различается подход к изучению графов большой размерности и динамических графов в дисциплинах прикладная теория графов и технологии и алгоритмы сетевых моделей?,multi.relation,multi.relation,True,Прикладная теория графов; Технологии и алгоритмы анализа сетевых моделей,Прикладная теория графов; Технологии и алгоритмы анализа сетевых моделей,True,2,False,,,2.839,0,0,,,,,,,,
"Насколько пересекаются темы дисциплин глубокое обучение и машинное зрение, и являются ли они самостоятельными областями или одна из них является частью другой?",multi.relation,multi.relation,True,Глубокое обучение; Машинное зрение,Глубокое обучение; Машинное зрение,True,2,False,,,3.278,0,0,,,,,,,,
В каких темах наблюдается пересечение глубокого обучения и машинного зрения?,multi.relation,multi.global.semantic,False,Глубокое обучение; Машинное зрение,,False,0,False,,,2.664,0,0,,,,,,,,
"В какой степени пересекаются компетенции и индикаторы достижения результатов в предметах глубокое обучение и машинное зрение, если рассматривать их контрольные задания и формируемые навыки?",multi.relation,multi.relation,True,Глубокое обучение; Машинное зрение,Глубокое обучение; Машинное зрение,True,2,False,,,4.015,0,0,,,,,,,,
Какие дисциплины включают использование сверточных нейронных сетей и их архитектур?,multi.global.semantic,multi.global.semantic,True,,,True,0,False,,,2.494,0,0,,,,,,,,
Какие дисциплины используют PyTorch или аналогичные фреймворки?,multi.global.semantic,multi.global.semantic,True,,,True,0,False,,,2.511,0,0,,,,,,,,
"Какие дисциплины включают задачи классификации, детекции или сегментации объектов?",multi.global.semantic,multi.global.semantic,True,,,True,0,False,,,2.639,0,0,,,,,,,,
В каких темах встречаются графовые модели и их применение в реальных системах?,multi.global.semantic,multi.global.semantic,True,,,True,0,False,,,3.07,0,0,,,,,,,,
"В каких курсах рассматриваются генеративные модели (GAN, VAE или аналогичные архитектуры)?",multi.global.semantic,multi.global.semantic,True,,,True,0,False,,,26.567,0,0,,,,,,,,
Изучается ли тема о векторном представлении узлов графа?,clarify,irrelevant,False,,,True,0,False,,,2.172,0,0,,,,,,,,
Какие основные вопросы включены в перечень подготовки к экзамену?,clarify,clarify,True,,,True,0,False,,,1.734,0,0,,,,,,,,
Какие основные темы для изучения по курсу?,clarify,clarify,True,,,True,0,False,,,1.513,0,0,,,,,,,,
Как работает градиентный спуск в машинном обучении?,irrelevant,irrelevant,True,,,True,0,False,,,1.74,0,0,,,,,,,,
Что такое нейронная сеть и как она обучается?,irrelevant,irrelevant,True,,,True,0,False,,,1.827,0,0,,,,,,,,
Для чего используется библиотека NumPy?,irrelevant,irrelevant,True,,,True,0,False,,,1.503,0,0,,,,,,,,
Что такое DataFrame в Pandas?,irrelevant,irrelevant,True,,,True,0,False,,,1.458,0,0,,,,,,,,
Сколько часов лекций по дисциплине анализ данных?,clarify,clarify,True,,,True,0,False,,,2.272,0,0,,,,,,,,
Сколько тем в курсе искусственный интеллект?,clarify,clarify,True,,,True,0,False,,,0.675,0,0,,,,,,,,
"Какие общие темы есть у курсов анализ данных, введение в машинное обучение и искусственный интеллект?",clarify,clarify,True,,Глубокое обучение; Алгоритмы и структуры данных в языке Python; Технологии обработки больших данных; Технологии обработки данных; Прикладные задачи машинного обучения; Машинное зрение; Машинное обучение в семантическом и сетевом анализе,False,0,False,,,0.907,0,0,,,,,,,,
Сколько часов лабораторных занятий предусмотрено по дисциплине глубокое обучение?,single.simple,single.simple,True,Глубокое обучение,Глубокое обучение,True,1,False,,,2.41,0,0,,,,,,,,
Сколько лекционных часов отведено на курс машинное зрение?,single.simple,single.simple,True,Машинное зрение,Машинное зрение,True,1,False,,,2.391,0,0,,,,,,,,
Какая форма контроля предусмотрена по дисциплине семантические технологии?,single.simple,single.simple,True,Семантические технологии,Семантические технологии,True,1,False,,,2.559,0,0,,,,,,,,
Сколько тем включает дисциплина глубокое обучение?,single.simple,single.simple,True,Глубокое обучение,Глубокое обучение,True,1,False,,,2.346,0,0,,,,,,,,
Какова общая трудоемкость курса машинное зрение?,single.simple,single.simple,True,Машинное зрение,Машинное зрение,True,1,False,,,2.519,0,0,,,,,,,,
Сколько часов самостоятельной работы предусмотрено по дисциплине прикладная теория графов?,single.simple,single.simple,True,Прикладная теория графов,Прикладная теория графов,True,1,False,,,2.481,0,0,,,,,,,,
Сколько семинаров проводится в курсе технологии обработки данных?,single.simple,single.simple,True,Технологии обработки данных,Технологии обработки данных,True,1,False,,,3.09,0,0,,,,,,,,
Какая промежуточная аттестация предусмотрена по курсу рекомендательные системы и коллаборативная фильтрация?,single.simple,single.simple,True,Рекомендательные системы и коллаборативная фильтрация,Рекомендательные системы и коллаборативная фильтрация,True,1,False,,,3.593,0,0,,,,,,,,
Сколько часов практических занятий включает дисциплина обработка текстов на естественных языках?,single.simple,single.simple,True,Обработка текстов на естественных языках,Обработка текстов на естественных языках,True,1,False,,,2.62,0,0,,,,,,,,
Сколько разделов изучается в курсе фундаментальные и генеративные модели?,single.simple,single.simple,True,Фундаментальные и генеративные модели,Фундаментальные и генеративные модели,True,1,False,,,2.479,0,0,,,,,,,,
Какие навыки формируются после изучения дисциплины машинное зрение?,single.global,single.simple,False,Машинное зрение,Машинное зрение,True,1,False,,,3.348,0,0,,,,,,,,
Что входит в содержание курса рекомендательные системы и коллаборативная фильтрация?,single.global,single.global,True,Рекомендательные системы и коллаборативная фильтрация,Рекомендательные системы и коллаборативная фильтрация,True,1,False,,,2.563,0,0,,,,,,,,
Какие темы рассматриваются в дисциплине прикладная теория графов?,single.global,single.global,True,Прикладная теория графов,Прикладная теория графов,True,1,False,,,3.224,0,0,,,,,,,,
Какие технологии изучаются в курсе технологии обработки больших данных?,single.global,single.global,True,Технологии обработки больших данных,Технологии обработки больших данных,True,1,False,,,2.604,0,0,,,,,,,,
Какие вопросы вынесены на экзамен по дисциплине глубокое обучение?,single.global,single.global,True,Глубокое обучение,Глубокое обучение,True,1,False,,,2.351,0,0,,,,,,,,
Какие темы необходимо изучить самостоятельно по курсу машинное зрение?,single.global,clarify,False,Машинное зрение,,False,0,False,,,3.757,0,0,,,,,,,,
Какие дополнительные источники рекомендуются для дисциплины обработка текстов на естественных языках?,single.global,single.global,True,Обработка текстов на естественных языках,Обработка текстов на естественных языках,True,1,False,,,2.57,0,0,,,,,,,,
Что изучается в рамках курса технологии и алгоритмы анализа сетевых моделей?,single.global,single.global,True,Технологии и алгоритмы анализа сетевых моделей,Технологии и алгоритмы анализа сетевых моделей,True,1,False,,,2.528,0,0,,,,,,,,
Какие результаты обучения достигаются после освоения курса фундаментальные и генеративные модели?,single.global,single.global,True,Фундаментальные и генеративные модели,Фундаментальные и генеративные модели,True,1,False,,,3.853,0,0,,,,,,,,
Какие основные понятия изучаются в дисциплине семантические технологии?,single.global,single.global,True,Семантические технологии,Семантические технологии,True,1,False,,,4.693,0,0,,,,,,,,
Чем отличаются подходы к анализу изображений в дисциплинах машинное зрение и глубокое обучение?,multi.relation,multi.relation,True,Машинное зрение; Глубокое обучение,Машинное зрение; Глубокое обучение,True,2,False,,,4.36,0,0,,,,,,,,
Какие общие темы есть у дисциплин обработка текстов на естественных языках и глубокое обучение?,multi.relation,multi.relation,True,Обработка текстов на естественных языках; Глубокое обучение,Обработка текстов на естественных языках; Глубокое обучение,True,2,False,,,2.773,0,0,,,,,,,,
Как связаны методы анализа графов в курсах прикладная теория графов и технологии и алгоритмы анализа сетевых моделей?,multi.relation,multi.relation,True,Прикладная теория графов; Технологии и алгоритмы анализа сетевых моделей,Прикладная теория графов; Технологии и алгоритмы анализа сетевых моделей,True,2,False,,,4.087,0,0,,,,,,,,
В чем различие рекомендательных алгоритмов в курсах рекомендательные системы и коллаборативная фильтрация и машинное обучение в семантическом и сетевом анализе?,multi.relation,multi.relation,True,Рекомендательные системы и коллаборативная фильтрация; Машинное обучение в семантическом и сетевом анализе,Рекомендательные системы и коллаборативная фильтрация; Машинное обучение в семантическом и сетевом анализе,True,2,False,,,3.179,0,0,,,,,,,,
Как различаются способы представления данных в дисциплинах технологии обработки данных и технологии обработки больших данных?,multi.relation,multi.relation,True,Технологии обработки данных; Технологии обработки больших данных,Технологии обработки данных; Технологии обработки больших данных,True,2,False,,,3.947,0,0,,,,,,,,
Какие пересечения есть между курсами фундаментальные и генеративные модели и глубокое обучение?,multi.relation,multi.relation,True,Фундаментальные и генеративные модели; Глубокое обучение,Фундаментальные и генеративные модели; Глубокое обучение,True,2,False,,,2.656,0,0,,,,,,,,
Как отличаются задачи классификации текста в дисциплинах обработка текстов на естественных языках и семантические технологии?,multi.relation,multi.relation,True,Обработка текстов на естественных языках; Семантические технологии,Обработка текстов на естественных языках; Семантические технологии,True,2,False,,,3.093,0,0,,,,,,,,
Какие общие методы используются в курсах глубокое обучение и машинное зрение?,multi.relation,multi.relation,True,Глубокое обучение; Машинное зрение,Глубокое обучение; Машинное зрение,True,2,False,,,2.563,0,0,,,,,,,,
Как соотносятся задачи обработки графов в дисциплинах прикладные задачи машинного обучения и технологии и алгоритмы анализа сетевых моделей?,multi.relation,multi.relation,True,Прикладные задачи машинного обучения; Технологии и алгоритмы анализа сетевых моделей,Прикладные задачи машинного обучения; Технологии и алгоритмы анализа сетевых моделей,True,2,False,,,3.087,0,0,,,,,,,,
В чем различие подходов к генерации данных в дисциплинах фундаментальные и генеративные модели и машинное зрение?,multi.relation,multi.relation,True,Фундаментальные и генеративные модели; Машинное зрение,Фундаментальные и генеративные модели; Машинное зрение,True,2,False,,,2.714,0,0,,,,,,,,
Какие дисциплины связаны с обработкой изображений?,multi.global.semantic,multi.global.semantic,True,,,True,0,False,,,2.146,0,0,,,,,,,,
В каких курсах изучаются графовые алгоритмы?,multi.global.semantic,multi.global.catalog,False,,,True,0,False,,,2.574,0,0,,,,,,,,
Какие дисциплины включают изучение нейронных сетей?,multi.global.semantic,multi.global.semantic,True,,,True,0,False,,,3.968,0,0,,,,,,,,
Какие предметы связаны с анализом текстовых данных?,multi.global.semantic,multi.global.semantic,True,,,True,0,False,,,2.266,0,0,,,,,,,,
В каких дисциплинах рассматриваются генеративные архитектуры?,multi.global.semantic,single.global,False,,Фундаментальные и генеративные модели,False,0,False,,,2.512,0,0,,,,,,,,
Какие курсы используют методы машинного обучения?,multi.global.semantic,multi.global.semantic,True,,,True,0,False,,,2.42,0,0,,,,,,,,
В каких дисциплинах изучаются технологии больших данных?,multi.global.semantic,multi.global.semantic,True,,,True,0,False,,,3.327,0,0,,,,,,,,
Какие курсы содержат темы по анализу графов?,multi.global.semantic,multi.global.catalog,False,,,True,0,False,,,2.743,0,0,,,,,,,,
В каких дисциплинах рассматриваются рекомендательные алгоритмы?,multi.global.semantic,multi.global.catalog,False,,,True,0,False,,,3.036,0,0,,,,,,,,
Какие предметы включают методы обработки естественного языка?,multi.global.semantic,single.global,False,,Обработка текстов на естественных языках,False,0,False,,,2.411,0,0,,,,,,,,
Чем в целом отличается курс глубокое обучение от курса машинное зрение?,multi.compare,multi.compare,True,Глубокое обучение; Машинное зрение,Глубокое обучение; Машинное зрение,True,2,False,,,2.621,0,0,,,,,,,,
Какой курс шире по тематике: технологии обработки данных или технологии обработки больших данных?,multi.compare,clarify,False,Технологии обработки данных; Технологии обработки больших данных,Технологии обработки данных; Технологии обработки больших данных,True,2,False,,,1.9,0,0,,,,,,,,
Какая дисциплина более ориентирована на графовые структуры: прикладная теория графов или технологии и алгоритмы анализа сетевых моделей?,multi.compare,multi.relation,False,Прикладная теория графов; Технологии и алгоритмы анализа сетевых моделей,Прикладная теория графов; Технологии и алгоритмы анализа сетевых моделей,True,2,False,,,5.533,0,0,,,,,,,,
Чем отличаются дисциплины обработка текстов на естественных языках и семантические технологии в целом?,multi.compare,multi.relation,False,Обработка текстов на естественных языках; Семантические технологии,Обработка текстов на естественных языках; Семантические технологии,True,2,False,,,2.701,0,0,,,,,,,,
Как соотносятся дисциплины фундаментальные и генеративные модели и глубокое обучение?,multi.compare,multi.relation,False,Фундаментальные и генеративные модели; Глубокое обучение,Фундаментальные и генеративные модели; Глубокое обучение,True,2,False,,,4.271,0,0,,,,,,,,
Какая дисциплина более прикладная: машинное обучение в семантическом и сетевом анализе или прикладные задачи машинного обучения?,multi.compare,single.simple,False,Машинное обучение в семантическом и сетевом анализе; Прикладные задачи машинного обучения,Прикладные задачи машинного обучения,False,1,False,,,5.958,0,0,,,,,,,,
В чем ключевое различие между курсами рекомендательные системы и коллаборативная фильтрация и технологии обработки данных?,multi.compare,multi.relation,False,Рекомендательные системы и коллаборативная фильтрация; Технологии обработки данных,Рекомендательные системы и коллаборативная фильтрация; Технологии обработки данных,True,2,False,,,3.677,0,0,,,,,,,,
Какая дисциплина больше связана с анализом текста: семантические технологии или обработка текстов на естественных языках?,multi.compare,single.simple,False,Семантические технологии; Обработка текстов на естественных языках,Обработка текстов на естественных языках,False,1,False,,,4.361,0,0,,,,,,,,
Как отличаются цели дисциплин машинное зрение и обработка текстов на естественных языках?,multi.compare,multi.relation,False,Машинное зрение; Обработка текстов на естественных языках,Машинное зрение; Обработка текстов на естественных языках,True,2,False,,,3.014,0,0,,,,,,,,
Чем отличаются дисциплины технологии обработки данных и семантические технологии?,multi.compare,multi.compare,True,Технологии обработки данных; Семантические технологии,Технологии обработки данных; Семантические технологии,True,2,False,,,2.56,0,0,,,,,,,,
Сколько часов лекций по дисциплине анализ информации?,clarify,clarify,True,,,True,0,False,,,0.808,0,0,,,,,,,,
Есть ли курс по интеллектуальному анализу данных?,clarify,clarify,True,,,True,0,False,,,1.316,0,0,,,,,,,,
Какая форма аттестации у предмета искусственный интеллект?,clarify,clarify,True,,,True,0,False,,,0.782,0,0,,,,,,,,
Сколько тем содержит дисциплина анализ социальных сетей?,clarify,clarify,True,,,True,0,False,,,0.81,0,0,,,,,,,,
Какие технологии изучаются в курсе data science?,clarify,clarify,True,,,True,0,False,,,0.722,0,0,,,,,,,,
Какие дисциплины похожи на курс искусственный интеллект?,clarify,clarify,True,,,True,0,False,,,0.844,0,0,,,,,,,,
Какие темы рассматриваются в дисциплине компьютерное зрение?,clarify,single.global,False,,Машинное зрение,False,0,False,,,3.321,0,0,,,,,,,,
Сколько часов практики по предмету анализ графов?,clarify,clarify,True,,Прикладная теория графов,False,0,False,,,1.706,0,0,,,,,,,,
Какие вопросы входят в экзамен по введению в машинное обучение?,clarify,clarify,True,,,True,0,False,,,2.321,0,0,,,,,,,,
Есть ли дисциплина по анализу естественного языка?,clarify,single.simple,False,,Обработка текстов на естественных языках,False,0,False,,,3.554,0,0,,,,,,,,
Есть ли тема про квантовые вычисления?,clarify,multi.global.catalog,False,,,True,0,False,,,3.559,0,0,,,,,,,,
Какие дисциплины изучают блокчейн-технологии?,clarify,multi.global.catalog,False,,,True,0,False,,,2.634,0,0,,,,,,,,
В каком курсе рассматриваются методы биоинформатики?,clarify,clarify,True,,,True,0,False,,,0.722,0,0,,,,,,,,
Есть ли темы по разработке мобильных приложений?,clarify,multi.global.catalog,False,,,True,0,False,,,2.217,0,0,,,,,,,,
Какая дисциплина посвящена веб-разработке?,clarify,clarify,True,,,True,0,False,,,0.753,0,0,,,,,,,,
Изучаются ли в курсах микроконтроллеры и встраиваемые системы?,clarify,clarify,True,,,True,0,False,,,1.241,0,0,,,,,,,,
В каком предмете рассматривается разработка игр?,clarify,multi.global.semantic,False,,,True,0,False,,,2.141,0,0,,,,,,,,
Есть ли курс по компьютерной безопасности?,clarify,clarify,True,,,True,0,False,,,0.72,0,0,,,,,,,,
Какие дисциплины связаны с робототехникой?,clarify,multi.global.catalog,False,,,True,0,False,,,2.717,0,0,,,,,,,,
Изучаются ли технологии виртуальной реальности?,clarify,irrelevant,False,,,True,0,False,,,2.111,0,0,,,,,,,,
Как приготовить пасту карбонара?,irrelevant,irrelevant,True,,,True,0,False,,,1.593,0,0,,,,,,,,
Кто выиграл чемпионат мира по футболу в 2018 году?,irrelevant,irrelevant,True,,,True,0,False,,,1.537,0,0,,,,,,,,
Какая сегодня погода в Москве?,irrelevant,irrelevant,True,,,True,0,False,,,1.474,0,0,,,,,,,,
Как настроить Wi‑Fi роутер дома?,irrelevant,irrelevant,True,,,True,0,False,,,1.549,0,0,,,,,,,,
Сколько калорий в яблоке?,irrelevant,irrelevant,True,,,True,0,False,,,1.389,0,0,,,,,,,,
Как выучить английский язык быстрее?,irrelevant,irrelevant,True,,,True,0,False,,,2.321,0,0,,,,,,,,
Что посмотреть вечером из фильмов?,irrelevant,irrelevant,True,,,True,0,False,,,2.053,0,0,,,,,,,,
Как работает двигатель внутреннего сгорания?,irrelevant,irrelevant,True,,,True,0,False,,,2.931,0,0,,,,,,,,
Какая столица Австралии?,irrelevant,irrelevant,True,,,True,0,False,,,1.48,0,0,,,,,,,,
Кто написал роман Война и мир?,irrelevant,irrelevant,True,,,True,0,False,,,1.516,0,0,,,,,,,,
Какие дисциплины используют графовые нейронные сети?,multi.global.semantic,multi.global.semantic,True,,,True,0,False,,,2.321,0,0,,,,,,,,
В каких курсах рассматривается кластеризация данных?,multi.global.semantic,clarify,False,,,True,0,False,,,0.684,0,0,,,,,,,,
Какие дисциплины связаны с анализом социальных сетей?,multi.global.semantic,multi.global.catalog,False,,,True,0,False,,,2.095,0,0,,,,,,,,
В каких курсах изучаются методы классификации?,multi.global.semantic,multi.global.semantic,True,,,True,0,False,,,3.284,0,0,,,,,,,,
Какие предметы содержат темы по embeddings и векторным представлениям?,multi.global.semantic,clarify,False,,,True,0,False,,,0.897,0,0,,,,,,,,
Выведи все дисциплины,multi.global.catalog,multi.global.catalog,True,,,True,0,False,,,2.627,0,0,,,,,,,,
По какой дисциплине больше всего часов обучения?,multi.global.catalog,multi.global.catalog,True,,,True,0,False,,,2.136,0,0,,,,,,,,
Какие предметы самые продолжительные?,multi.global.catalog,multi.global.catalog,True,,,True,0,False,,,2.322,0,0,,,,,,,,
Какие предметы изучаются в каких семестрах и на каких курсах?,multi.global.catalog,multi.global.catalog,True,,,True,0,False,,,2.204,0,0,,,,,,,,
По каким дисциплинам предусмотрен зачёт?,multi.global.catalog,multi.global.catalog,True,,,True,0,False,,,2.244,0,0,,,,,,,,
По каким дисциплинам предусмотрен экзамен?,multi.global.catalog,multi.global.catalog,True,,,True,0,False,,,2.397,0,0,,,,,,,,
Есть ли тема по transformers в дисциплине глубокое обучение?,single.simple,single.simple,True,Глубокое обучение,Глубокое обучение,True,1,False,,,3.607,0,0,,,,,,,,
Изучаются ли GAN-модели в курсе фундаментальные и генеративные модели?,single.simple,single.simple,True,Фундаментальные и генеративные модели,Фундаментальные и генеративные модели,True,1,False,,,3.249,0,0,,,,,,,,
Есть ли раздел по графовым базам данных в семантических технологиях?,single.simple,single.simple,True,Семантические технологии,Семантические технологии,True,1,False,,,2.318,0,0,,,,,,,,
Предусмотрено ли изучение CNN в дисциплине машинное зрение?,single.simple,single.simple,True,Машинное зрение,Машинное зрение,True,1,False,,,3.452,0,0,,,,,,,,
Есть ли в курсе обработки текстов на естественных языках тема токенизации?,single.simple,single.simple,True,Обработка текстов на естественных языках,Обработка текстов на естественных языках,True,1,False,,,2.666,0,0,,,,,,,,
"Какие темы объединяют дисциплины глубокое обучение, машинное зрение и фундаментальные и генеративные модели?",multi.relation,multi.relation,True,Глубокое обучение; Машинное зрение; Фундаментальные и генеративные модели,Глубокое обучение; Машинное зрение; Фундаментальные и генеративные модели,True,3,False,,,2.757,0,0,,,,,,,,
"Как пересекаются методы анализа графов в дисциплинах прикладная теория графов, технологии и алгоритмы анализа сетевых моделей и машинное обучение в семантическом и сетевом анализе?",multi.relation,multi.relation,True,Прикладная теория графов; Технологии и алгоритмы анализа сетевых моделей; Машинное обучение в семантическом и сетевом анализе,Прикладная теория графов; Технологии и алгоритмы анализа сетевых моделей; Машинное обучение в семантическом и сетевом анализе,True,3,False,,,2.976,0,0,,,,,,,,
"Какие общие методы обработки текста используются в курсах обработка текстов на естественных языках, семантические технологии и глубокое обучение?",multi.relation,multi.relation,True,Обработка текстов на естественных языках; Семантические технологии; Глубокое обучение,Обработка текстов на естественных языках; Семантические технологии; Глубокое обучение,True,3,False,,,3.073,0,0,,,,,,,,
