question,true_router,predicted_router,router_correct,ground_disciplines,predicted_disciplines,discipline_exact_match,discipline_correct_count,is_verified,verification_step,verification_note,response_time,context_tokens,answer_tokens,faithfulness,relevancy,correctness,faithfulness_rationale,relevancy_rationale,correctness_rationale,answer,error
Как различается подход к изучению графов большой размерности и динамических графов в дисциплинах прикладная теория графов и технологии и алгоритмы сетевых моделей?,multi.relation,multi.relation,True,Прикладная теория графов; Технологии и алгоритмы анализа сетевых моделей,Прикладная теория графов; Технологии и алгоритмы анализа сетевых моделей,True,2,False,,,11.971,0,0,,,,,,,,
"Насколько пересекаются темы дисциплин глубокое обучение и машинное зрение, и являются ли они самостоятельными областями или одна из них является частью другой?",multi.relation,irrelevant,False,Глубокое обучение; Машинное зрение,,False,0,False,,,22.722,0,0,,,,,,,,
В каких темах наблюдается пересечение глубокого обучения и машинного зрения?,multi.relation,multi.global.semantic,False,Глубокое обучение; Машинное зрение,,False,0,False,,,13.942,0,0,,,,,,,,
"В какой степени пересекаются компетенции и индикаторы достижения результатов в предметах глубокое обучение и машинное зрение, если рассматривать их контрольные задания и формируемые навыки?",multi.relation,multi.relation,True,Глубокое обучение; Машинное зрение,Глубокое обучение; Машинное зрение,True,2,False,,,12.116,0,0,,,,,,,,
Какие дисциплины включают использование сверточных нейронных сетей и их архитектур?,multi.global.semantic,multi.global.semantic,True,,,True,0,False,,,11.126,0,0,,,,,,,,
Какие дисциплины используют PyTorch или аналогичные фреймворки?,multi.global.semantic,multi.global.semantic,True,,,True,0,False,,,10.819,0,0,,,,,,,,
"Какие дисциплины включают задачи классификации, детекции или сегментации объектов?",multi.global.semantic,multi.global.semantic,True,,,True,0,False,,,8.046,0,0,,,,,,,,
В каких темах встречаются графовые модели и их применение в реальных системах?,multi.global.semantic,multi.global.semantic,True,,,True,0,False,,,12.976,0,0,,,,,,,,
"В каких курсах рассматриваются генеративные модели (GAN, VAE или аналогичные архитектуры)?",multi.global.semantic,multi.global.semantic,True,,,True,0,False,,,4.987,0,0,,,,,,,,
Изучается ли тема о векторном представлении узлов графа?,clarify,irrelevant,False,,,True,0,False,,,10.236,0,0,,,,,,,,
Какие основные вопросы включены в перечень подготовки к экзамену?,clarify,clarify,True,,,True,0,False,,,2.887,0,0,,,,,,,,
Какие основные темы для изучения по курсу?,clarify,clarify,True,,,True,0,False,,,3.447,0,0,,,,,,,,
Как работает градиентный спуск в машинном обучении?,irrelevant,irrelevant,True,,,True,0,False,,,9.22,0,0,,,,,,,,
Что такое нейронная сеть и как она обучается?,irrelevant,irrelevant,True,,,True,0,False,,,3.944,0,0,,,,,,,,
Для чего используется библиотека NumPy?,irrelevant,irrelevant,True,,,True,0,False,,,3.936,0,0,,,,,,,,
Что такое DataFrame в Pandas?,irrelevant,irrelevant,True,,,True,0,False,,,8.007,0,0,,,,,,,,
Сколько часов лекций по дисциплине анализ данных?,clarify,clarify,True,,,True,0,False,,,8.967,0,0,,,,,,,,
Сколько тем в курсе искусственный интеллект?,clarify,clarify,True,,,True,0,False,,,1.84,0,0,,,,,,,,
"Какие общие темы есть у курсов анализ данных, введение в машинное обучение и искусственный интеллект?",clarify,multi.global.semantic,False,,,True,0,False,,,9.331,0,0,,,,,,,,
Сколько часов лабораторных занятий предусмотрено по дисциплине глубокое обучение?,single.simple,single.simple,True,Глубокое обучение,Глубокое обучение,True,1,False,,,4.245,0,0,,,,,,,,
Сколько лекционных часов отведено на курс машинное зрение?,single.simple,single.simple,True,Машинное зрение,Машинное зрение,True,1,False,,,3.885,0,0,,,,,,,,
Какая форма контроля предусмотрена по дисциплине семантические технологии?,single.simple,single.simple,True,Семантические технологии,Семантические технологии,True,1,False,,,7.596,0,0,,,,,,,,
Сколько тем включает дисциплина глубокое обучение?,single.simple,single.simple,True,Глубокое обучение,Глубокое обучение,True,1,False,,,8.731,0,0,,,,,,,,
Какова общая трудоемкость курса машинное зрение?,single.simple,single.simple,True,Машинное зрение,Машинное зрение,True,1,False,,,8.346,0,0,,,,,,,,
Сколько часов самостоятельной работы предусмотрено по дисциплине прикладная теория графов?,single.simple,single.simple,True,Прикладная теория графов,Прикладная теория графов,True,1,False,,,4.77,0,0,,,,,,,,
Сколько семинаров проводится в курсе технологии обработки данных?,single.simple,single.simple,True,Технологии обработки данных,Технологии обработки данных,True,1,False,,,5.564,0,0,,,,,,,,
Какая промежуточная аттестация предусмотрена по курсу рекомендательные системы и коллаборативная фильтрация?,single.simple,single.simple,True,Рекомендательные системы и коллаборативная фильтрация,Рекомендательные системы и коллаборативная фильтрация,True,1,False,,,5.769,0,0,,,,,,,,
Сколько часов практических занятий включает дисциплина обработка текстов на естественных языках?,single.simple,single.simple,True,Обработка текстов на естественных языках,Обработка текстов на естественных языках,True,1,False,,,4.838,0,0,,,,,,,,
Сколько разделов изучается в курсе фундаментальные и генеративные модели?,single.simple,single.simple,True,Фундаментальные и генеративные модели,Фундаментальные и генеративные модели,True,1,False,,,5.538,0,0,,,,,,,,
Какие навыки формируются после изучения дисциплины машинное зрение?,single.global,single.global,True,Машинное зрение,Машинное зрение,True,1,False,,,6.418,0,0,,,,,,,,
Что входит в содержание курса рекомендательные системы и коллаборативная фильтрация?,single.global,single.global,True,Рекомендательные системы и коллаборативная фильтрация,Рекомендательные системы и коллаборативная фильтрация,True,1,False,,,5.079,0,0,,,,,,,,
Какие темы рассматриваются в дисциплине прикладная теория графов?,single.global,single.global,True,Прикладная теория графов,Прикладная теория графов,True,1,False,,,4.554,0,0,,,,,,,,
Какие технологии изучаются в курсе технологии обработки больших данных?,single.global,irrelevant,False,Технологии обработки больших данных,,False,0,False,,,6.51,0,0,,,,,,,,
Какие вопросы вынесены на экзамен по дисциплине глубокое обучение?,single.global,single.global,True,Глубокое обучение,Глубокое обучение,True,1,False,,,5.045,0,0,,,,,,,,
Какие темы необходимо изучить самостоятельно по курсу машинное зрение?,single.global,clarify,False,Машинное зрение,,False,0,False,,,6.884,0,0,,,,,,,,
Какие дополнительные источники рекомендуются для дисциплины обработка текстов на естественных языках?,single.global,single.global,True,Обработка текстов на естественных языках,Обработка текстов на естественных языках,True,1,False,,,6.148,0,0,,,,,,,,
Что изучается в рамках курса технологии и алгоритмы анализа сетевых моделей?,single.global,single.global,True,Технологии и алгоритмы анализа сетевых моделей,Технологии и алгоритмы анализа сетевых моделей,True,1,False,,,6.824,0,0,,,,,,,,
Какие результаты обучения достигаются после освоения курса фундаментальные и генеративные модели?,single.global,single.simple,False,Фундаментальные и генеративные модели,Фундаментальные и генеративные модели,True,1,False,,,7.489,0,0,,,,,,,,
Какие основные понятия изучаются в дисциплине семантические технологии?,single.global,single.global,True,Семантические технологии,Семантические технологии,True,1,False,,,8.441,0,0,,,,,,,,
Чем отличаются подходы к анализу изображений в дисциплинах машинное зрение и глубокое обучение?,multi.relation,multi.relation,True,Машинное зрение; Глубокое обучение,Машинное зрение; Глубокое обучение,True,2,False,,,7.476,0,0,,,,,,,,
Какие общие темы есть у дисциплин обработка текстов на естественных языках и глубокое обучение?,multi.relation,irrelevant,False,Обработка текстов на естественных языках; Глубокое обучение,,False,0,False,,,9.138,0,0,,,,,,,,
Как связаны методы анализа графов в курсах прикладная теория графов и технологии и алгоритмы анализа сетевых моделей?,multi.relation,multi.relation,True,Прикладная теория графов; Технологии и алгоритмы анализа сетевых моделей,Прикладная теория графов; Технологии и алгоритмы анализа сетевых моделей,True,2,False,,,9.333,0,0,,,,,,,,
В чем различие рекомендательных алгоритмов в курсах рекомендательные системы и коллаборативная фильтрация и машинное обучение в семантическом и сетевом анализе?,multi.relation,irrelevant,False,Рекомендательные системы и коллаборативная фильтрация; Машинное обучение в семантическом и сетевом анализе,,False,0,False,,,6.408,0,0,,,,,,,,
Как различаются способы представления данных в дисциплинах технологии обработки данных и технологии обработки больших данных?,multi.relation,multi.relation,True,Технологии обработки данных; Технологии обработки больших данных,Технологии обработки данных; Технологии обработки больших данных,True,2,False,,,6.541,0,0,,,,,,,,
Какие пересечения есть между курсами фундаментальные и генеративные модели и глубокое обучение?,multi.relation,irrelevant,False,Фундаментальные и генеративные модели; Глубокое обучение,,False,0,False,,,5.878,0,0,,,,,,,,
Как отличаются задачи классификации текста в дисциплинах обработка текстов на естественных языках и семантические технологии?,multi.relation,multi.relation,True,Обработка текстов на естественных языках; Семантические технологии,Обработка текстов на естественных языках; Семантические технологии,True,2,False,,,11.568,0,0,,,,,,,,
Какие общие методы используются в курсах глубокое обучение и машинное зрение?,multi.relation,multi.relation,True,Глубокое обучение; Машинное зрение,Глубокое обучение; Машинное зрение,True,2,False,,,6.964,0,0,,,,,,,,
Как соотносятся задачи обработки графов в дисциплинах прикладные задачи машинного обучения и технологии и алгоритмы анализа сетевых моделей?,multi.relation,multi.relation,True,Прикладные задачи машинного обучения; Технологии и алгоритмы анализа сетевых моделей,Прикладные задачи машинного обучения; Технологии и алгоритмы анализа сетевых моделей,True,2,False,,,10.411,0,0,,,,,,,,
В чем различие подходов к генерации данных в дисциплинах фундаментальные и генеративные модели и машинное зрение?,multi.relation,irrelevant,False,Фундаментальные и генеративные модели; Машинное зрение,,False,0,False,,,6.947,0,0,,,,,,,,
Какие дисциплины связаны с обработкой изображений?,multi.global.semantic,multi.global.semantic,True,,,True,0,False,,,6.931,0,0,,,,,,,,
В каких курсах изучаются графовые алгоритмы?,multi.global.semantic,multi.global.semantic,True,,,True,0,False,,,6.613,0,0,,,,,,,,
Какие дисциплины включают изучение нейронных сетей?,multi.global.semantic,multi.global.semantic,True,,,True,0,False,,,9.531,0,0,,,,,,,,
Какие предметы связаны с анализом текстовых данных?,multi.global.semantic,multi.global.semantic,True,,,True,0,False,,,8.142,0,0,,,,,,,,
В каких дисциплинах рассматриваются генеративные архитектуры?,multi.global.semantic,multi.global.semantic,True,,,True,0,False,,,7.58,0,0,,,,,,,,
Какие курсы используют методы машинного обучения?,multi.global.semantic,multi.global.semantic,True,,,True,0,False,,,6.746,0,0,,,,,,,,
В каких дисциплинах изучаются технологии больших данных?,multi.global.semantic,multi.global.semantic,True,,,True,0,False,,,13.232,0,0,,,,,,,,
Какие курсы содержат темы по анализу графов?,multi.global.semantic,multi.global.semantic,True,,,True,0,False,,,10.265,0,0,,,,,,,,
В каких дисциплинах рассматриваются рекомендательные алгоритмы?,multi.global.semantic,multi.global.semantic,True,,,True,0,False,,,10.654,0,0,,,,,,,,
Какие предметы включают методы обработки естественного языка?,multi.global.semantic,multi.global.semantic,True,,,True,0,False,,,11.925,0,0,,,,,,,,
Чем в целом отличается курс глубокое обучение от курса машинное зрение?,multi.compare,multi.compare,True,Глубокое обучение; Машинное зрение,Глубокое обучение; Машинное зрение,True,2,False,,,18.599,0,0,,,,,,,,
Какой курс шире по тематике: технологии обработки данных или технологии обработки больших данных?,multi.compare,multi.global.semantic,False,Технологии обработки данных; Технологии обработки больших данных,,False,0,False,,,9.498,0,0,,,,,,,,
Какая дисциплина более ориентирована на графовые структуры: прикладная теория графов или технологии и алгоритмы анализа сетевых моделей?,multi.compare,irrelevant,False,Прикладная теория графов; Технологии и алгоритмы анализа сетевых моделей,,False,0,False,,,9.654,0,0,,,,,,,,
Чем отличаются дисциплины обработка текстов на естественных языках и семантические технологии в целом?,multi.compare,multi.compare,True,Обработка текстов на естественных языках; Семантические технологии,Обработка текстов на естественных языках; Семантические технологии,True,2,False,,,6.608,0,0,,,,,,,,
Как соотносятся дисциплины фундаментальные и генеративные модели и глубокое обучение?,multi.compare,multi.compare,True,Фундаментальные и генеративные модели; Глубокое обучение,Фундаментальные и генеративные модели; Глубокое обучение,True,2,False,,,7.467,0,0,,,,,,,,
Какая дисциплина более прикладная: машинное обучение в семантическом и сетевом анализе или прикладные задачи машинного обучения?,multi.compare,irrelevant,False,Машинное обучение в семантическом и сетевом анализе; Прикладные задачи машинного обучения,,False,0,False,,,6.194,0,0,,,,,,,,
В чем ключевое различие между курсами рекомендательные системы и коллаборативная фильтрация и технологии обработки данных?,multi.compare,irrelevant,False,Рекомендательные системы и коллаборативная фильтрация; Технологии обработки данных,,False,0,False,,,7.679,0,0,,,,,,,,
Какая дисциплина больше связана с анализом текста: семантические технологии или обработка текстов на естественных языках?,multi.compare,irrelevant,False,Семантические технологии; Обработка текстов на естественных языках,,False,0,False,,,9.784,0,0,,,,,,,,
Как отличаются цели дисциплин машинное зрение и обработка текстов на естественных языках?,multi.compare,multi.compare,True,Машинное зрение; Обработка текстов на естественных языках,Машинное зрение; Обработка текстов на естественных языках,True,2,False,,,7.389,0,0,,,,,,,,
Чем отличаются дисциплины технологии обработки данных и семантические технологии?,multi.compare,multi.compare,True,Технологии обработки данных; Семантические технологии,Технологии обработки данных; Семантические технологии,True,2,False,,,8.156,0,0,,,,,,,,
Сколько часов лекций по дисциплине анализ информации?,clarify,clarify,True,,,True,0,False,,,2.523,0,0,,,,,,,,
Есть ли курс по интеллектуальному анализу данных?,clarify,multi.global.catalog,False,,,True,0,False,,,8.568,0,0,,,,,,,,
Какая форма аттестации у предмета искусственный интеллект?,clarify,clarify,True,,,True,0,False,,,2.911,0,0,,,,,,,,
Сколько тем содержит дисциплина анализ социальных сетей?,clarify,clarify,True,,,True,0,False,,,2.874,0,0,,,,,,,,
Какие технологии изучаются в курсе data science?,clarify,irrelevant,False,,,True,0,False,,,6.462,0,0,,,,,,,,
Какие дисциплины похожи на курс искусственный интеллект?,clarify,clarify,True,,,True,0,False,,,6.133,0,0,,,,,,,,
Какие темы рассматриваются в дисциплине компьютерное зрение?,clarify,irrelevant,False,,,True,0,False,,,7.227,0,0,,,,,,,,
Сколько часов практики по предмету анализ графов?,clarify,irrelevant,False,,,True,0,False,,,6.413,0,0,,,,,,,,
Какие вопросы входят в экзамен по введению в машинное обучение?,clarify,irrelevant,False,,,True,0,False,,,7.679,0,0,,,,,,,,
Есть ли дисциплина по анализу естественного языка?,clarify,multi.global.semantic,False,,,True,0,False,,,12.656,0,0,,,,,,,,
Есть ли тема про квантовые вычисления?,clarify,multi.global.semantic,False,,,True,0,False,,,5.836,0,0,,,,,,,,
Какие дисциплины изучают блокчейн-технологии?,clarify,multi.global.semantic,False,,,True,0,False,,,8.729,0,0,,,,,,,,
В каком курсе рассматриваются методы биоинформатики?,clarify,multi.global.semantic,False,,,True,0,False,,,9.369,0,0,,,,,,,,
Есть ли темы по разработке мобильных приложений?,clarify,multi.global.semantic,False,,,True,0,False,,,8.141,0,0,,,,,,,,
Какая дисциплина посвящена веб-разработке?,clarify,multi.global.semantic,False,,,True,0,False,,,8.725,0,0,,,,,,,,
Изучаются ли в курсах микроконтроллеры и встраиваемые системы?,clarify,multi.global.semantic,False,,,True,0,False,,,12.771,0,0,,,,,,,,
В каком предмете рассматривается разработка игр?,clarify,multi.global.semantic,False,,,True,0,False,,,9.234,0,0,,,,,,,,
Есть ли курс по компьютерной безопасности?,clarify,irrelevant,False,,,True,0,False,,,5.991,0,0,,,,,,,,
Какие дисциплины связаны с робототехникой?,clarify,multi.global.semantic,False,,,True,0,False,,,6.639,0,0,,,,,,,,
Изучаются ли технологии виртуальной реальности?,clarify,multi.global.semantic,False,,,True,0,False,,,8.827,0,0,,,,,,,,
Как приготовить пасту карбонара?,irrelevant,irrelevant,True,,,True,0,False,,,3.285,0,0,,,,,,,,
Кто выиграл чемпионат мира по футболу в 2018 году?,irrelevant,irrelevant,True,,,True,0,False,,,3.555,0,0,,,,,,,,
Какая сегодня погода в Москве?,irrelevant,irrelevant,True,,,True,0,False,,,4.462,0,0,,,,,,,,
Как настроить Wi‑Fi роутер дома?,irrelevant,irrelevant,True,,,True,0,False,,,5.008,0,0,,,,,,,,
Сколько калорий в яблоке?,irrelevant,irrelevant,True,,,True,0,False,,,3.372,0,0,,,,,,,,
Как выучить английский язык быстрее?,irrelevant,irrelevant,True,,,True,0,False,,,3.314,0,0,,,,,,,,
Что посмотреть вечером из фильмов?,irrelevant,irrelevant,True,,,True,0,False,,,5.013,0,0,,,,,,,,
Как работает двигатель внутреннего сгорания?,irrelevant,irrelevant,True,,,True,0,False,,,4.907,0,0,,,,,,,,
Какая столица Австралии?,irrelevant,irrelevant,True,,,True,0,False,,,5.72,0,0,,,,,,,,
Кто написал роман Война и мир?,irrelevant,irrelevant,True,,,True,0,False,,,4.073,0,0,,,,,,,,
Какие дисциплины используют графовые нейронные сети?,multi.global.semantic,multi.global.semantic,True,,,True,0,False,,,10.092,0,0,,,,,,,,
В каких курсах рассматривается кластеризация данных?,multi.global.semantic,multi.global.semantic,True,,,True,0,False,,,5.49,0,0,,,,,,,,
Какие дисциплины связаны с анализом социальных сетей?,multi.global.semantic,multi.global.semantic,True,,,True,0,False,,,10.001,0,0,,,,,,,,
В каких курсах изучаются методы классификации?,multi.global.semantic,multi.global.semantic,True,,,True,0,False,,,7.337,0,0,,,,,,,,
Какие предметы содержат темы по embeddings и векторным представлениям?,multi.global.semantic,multi.global.semantic,True,,,True,0,False,,,18.822,0,0,,,,,,,,
Выведи все дисциплины,multi.global.catalog,multi.global.catalog,True,,,True,0,False,,,8.21,0,0,,,,,,,,
По какой дисциплине больше всего часов обучения?,multi.global.catalog,irrelevant,False,,,True,0,False,,,4.015,0,0,,,,,,,,
Какие предметы самые продолжительные?,multi.global.catalog,irrelevant,False,,,True,0,False,,,7.056,0,0,,,,,,,,
Какие предметы изучаются в каких семестрах и на каких курсах?,multi.global.catalog,multi.global.semantic,False,,,True,0,False,,,8.248,0,0,,,,,,,,
По каким дисциплинам предусмотрен зачёт?,multi.global.catalog,multi.global.catalog,True,,,True,0,False,,,8.735,0,0,,,,,,,,
По каким дисциплинам предусмотрен экзамен?,multi.global.catalog,multi.global.catalog,True,,,True,0,False,,,5.276,0,0,,,,,,,,
Есть ли тема по transformers в дисциплине глубокое обучение?,single.simple,clarify,False,Глубокое обучение,,False,0,False,,,9.034,0,0,,,,,,,,
Изучаются ли GAN-модели в курсе фундаментальные и генеративные модели?,single.simple,single.simple,True,Фундаментальные и генеративные модели,Фундаментальные и генеративные модели,True,1,False,,,15.829,0,0,,,,,,,,
Есть ли раздел по графовым базам данных в семантических технологиях?,single.simple,irrelevant,False,Семантические технологии,,False,0,False,,,8.256,0,0,,,,,,,,
Предусмотрено ли изучение CNN в дисциплине машинное зрение?,single.simple,single.simple,True,Машинное зрение,Машинное зрение,True,1,False,,,17.522,0,0,,,,,,,,
Есть ли в курсе обработки текстов на естественных языках тема токенизации?,single.simple,clarify,False,Обработка текстов на естественных языках,,False,0,False,,,6.668,0,0,,,,,,,,
"Какие темы объединяют дисциплины глубокое обучение, машинное зрение и фундаментальные и генеративные модели?",multi.relation,irrelevant,False,Глубокое обучение; Машинное зрение; Фундаментальные и генеративные модели,,False,0,False,,,10.553,0,0,,,,,,,,
"Как пересекаются методы анализа графов в дисциплинах прикладная теория графов, технологии и алгоритмы анализа сетевых моделей и машинное обучение в семантическом и сетевом анализе?",multi.relation,irrelevant,False,Прикладная теория графов; Технологии и алгоритмы анализа сетевых моделей; Машинное обучение в семантическом и сетевом анализе,,False,0,False,,,13.652,0,0,,,,,,,,
"Какие общие методы обработки текста используются в курсах обработка текстов на естественных языках, семантические технологии и глубокое обучение?",multi.relation,irrelevant,False,Обработка текстов на естественных языках; Семантические технологии; Глубокое обучение,,False,0,False,,,11.541,0,0,,,,,,,,
